,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,NVDA,TSLA,JPM,JNJ,V,UNH,PYPL,HD,MA,PG,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,CRM,INTC,CSCO,PFE,ABT,KO,TMO,NKE,ABBV,T,PEP,CVX,MRK,ACN,AVGO,WMT,LLY,WFC,DHR,TXN,COST,MCD,MDT,QCOM,PM,BMY,UNP,UPS,LIN,ORCL,HON,NEE,C,AMGN,LOW,INTU,SBUX,MS,RTX,BA,AMT,IBM,AMAT,BLK,GS,TGT,CAT,AMD,MMM,GE,ISRG,AXP,NOW,DE,CVS,SCHW,CHTR,SPGI,SQ,ANTM,LMT,ZTS,BKNG,MU,PLD,FIS,LRCX,MDLZ,SYK,MO,CCI,GILD,TMUS,TJX,ADP,ZM,COP,CI,PNC,XTSLA,EL,GM,CSX,CME,UBER,USB,DUK,FDX,ILMN,CL,COF,MRNA,EQIX,MMC,CB,BDX,ATVI,TFC,NSC,BX,EW,ICE,SHW,SO,BSX,APD,REGN,ADI,D,TWLO,FISV,SNAP,ADSK,ITW,MCO,ETN,HUM,PGR,EMR,GPN,F,NOC,FCX,CRWD,AON,HCA,WM,NXPI,DOCU,TWTR,IDXX,ROKU,JCI,ROP,EOG,NEM,VRTX,BIIB,ECL,DG,LHX,LULU,TT,CMG,VEEV,EBAY,ROST,WDAY,TEL,MSCI,KMB,DOW,TROW,PSA,MRVL,IQV,KLAC,A,BAX,SPG,APH,DD,EA,PPG,ORLY,ALXN,AEP,MCHP,BK,SRE,AIG,DXCM,SLB,SNPS,PINS,MET,EXC,ALGN,APTV,PH,INFO,GD,MTCH,CARR,DLR,CNC,CDNS,GE.,FTNT,PRU,DFS,CTSH,RMD,TRV,MSI,ALL,USD,PANW,SNOW,ABNB,PLTR,SBAC,MAR,SYY,BISXX,NET,PXD,SIVB,KKR,XLNX,DDOG,TTD,HPQ,AZO,SUM
08/11/2021,5.37,5.11,3.36,2.04,1.91,1.83,1.27,1.19,1.26,1.12,1.07,0.96,0.92,0.77,0.82,0.77,0.81,0.75,0.71,0.71,0.63,0.57,0.54,0.54,0.57,0.51,0.55,0.59,0.51,0.51,0.5,0.52,0.47,0.47,0.5,0.46,0.45,0.48,0.46,0.47,0.49,0.47,0.46,0.42,0.46,0.41,0.41,0.39,0.36,0.36,0.34,0.33,0.37,0.38,0.37,0.37,0.34,0.31,0.32,0.34,0.33,0.35,0.31,0.3,0.3,0.3,0.31,0.3,0.32,0.3,0.27,0.31,0.27,0.0,0.29,0.26,0.27,0.27,0.25,0.25,0.25,0.25,0.25,0.22,0.21,0.22,0.21,0.22,0.22,0.19,0.22,0.2,0.2,0.21,0.2,0.2,0.19,0.2,0.21,0.19,0.18,0.17,0.19,0.14,0.18,0.16,0.17,0.18,0.15,0.18,0.19,0.16,0.17,0.16,0.18,0.3,0.17,0.18,0.18,0.16,0.15,0.18,0.15,0.18,0.17,0.16,0.17,0.16,0.15,0.15,0.15,0.15,0.14,0.14,0.15,0.17,0.17,0.15,0.15,0.15,0.13,0.13,0.14,0.12,0.13,0.13,0.13,0.12,0.14,0.15,0.13,0.14,0.14,0.13,0.14,0.11,0.12,0.12,0.1,0.11,0.12,0.12,0.13,0.13,0.11,0.11,0.11,0.12,0.11,0.1,0.1,0.0,0.12,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.13,0.11,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.12,0.0,0.0,0.0,0.11,0.11,0.12,0.1,0.0,0.11,0.11,0.0,0.11,0.1,0.0,0.1,0.27,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.49
08/13/2021,5.36,5.06,3.34,2.03,1.93,1.84,1.28,1.16,1.28,1.13,1.07,0.94,0.91,0.76,0.83,0.75,0.82,0.75,0.73,0.7,0.63,0.58,0.54,0.54,0.55,0.51,0.55,0.63,0.51,0.52,0.5,0.51,0.48,0.47,0.5,0.46,0.45,0.48,0.46,0.48,0.5,0.48,0.46,0.41,0.46,0.41,0.4,0.39,0.36,0.35,0.35,0.32,0.37,0.38,0.38,0.37,0.35,0.31,0.31,0.34,0.32,0.36,0.31,0.3,0.29,0.3,0.3,0.3,0.33,0.31,0.28,0.3,0.27,0.0,0.28,0.26,0.27,0.28,0.26,0.26,0.25,0.25,0.25,0.22,0.21,0.22,0.21,0.2,0.22,0.19,0.21,0.2,0.19,0.21,0.19,0.2,0.2,0.2,0.22,0.19,0.18,0.17,0.19,0.15,0.18,0.16,0.18,0.18,0.15,0.18,0.19,0.16,0.17,0.16,0.18,0.33,0.17,0.18,0.19,0.16,0.15,0.18,0.15,0.18,0.16,0.16,0.17,0.16,0.14,0.14,0.15,0.15,0.14,0.14,0.15,0.17,0.17,0.16,0.14,0.16,0.13,0.13,0.14,0.12,0.13,0.13,0.13,0.12,0.14,0.15,0.13,0.14,0.14,0.12,0.13,0.1,0.12,0.12,0.0,0.11,0.12,0.12,0.13,0.13,0.11,0.11,0.11,0.12,0.1,0.1,0.0,0.0,0.12,0.12,0.11,0.11,0.12,0.11,0.11,0.11,0.12,0.11,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.11,0.11,0.0,0.1,0.0,0.11,0.11,0.12,0.11,0.0,0.1,0.11,0.0,0.11,0.1,0.0,0.1,0.27,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.44000000000001
08/16/2021,5.45,5.09,3.3,2.03,1.92,1.84,1.28,1.16,1.3,1.14,1.08,0.91,0.89,0.75,0.83,0.74,0.82,0.76,0.74,0.71,0.63,0.57,0.53,0.54,0.56,0.5,0.55,0.62,0.51,0.51,0.5,0.51,0.48,0.47,0.5,0.46,0.45,0.48,0.46,0.48,0.49,0.49,0.46,0.4,0.46,0.41,0.4,0.39,0.36,0.35,0.35,0.33,0.37,0.38,0.38,0.38,0.36,0.31,0.32,0.34,0.32,0.36,0.31,0.3,0.3,0.3,0.28,0.3,0.33,0.3,0.28,0.3,0.27,0.0,0.28,0.26,0.27,0.28,0.26,0.26,0.25,0.25,0.25,0.21,0.2,0.22,0.21,0.18,0.22,0.19,0.19,0.2,0.2,0.21,0.2,0.21,0.2,0.2,0.21,0.18,0.18,0.17,0.19,0.16,0.18,0.16,0.18,0.17,0.15,0.19,0.19,0.16,0.17,0.16,0.19,0.28,0.17,0.18,0.19,0.17,0.15,0.18,0.16,0.18,0.16,0.15,0.17,0.16,0.15,0.14,0.15,0.14,0.15,0.14,0.15,0.16,0.17,0.16,0.14,0.16,0.12,0.13,0.15,0.12,0.13,0.13,0.13,0.11,0.14,0.15,0.14,0.14,0.13,0.12,0.13,0.1,0.12,0.12,0.1,0.11,0.12,0.12,0.13,0.13,0.11,0.11,0.11,0.12,0.0,0.0,0.0,0.1,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.11,0.11,0.0,0.1,0.0,0.11,0.11,0.12,0.11,0.0,0.1,0.11,0.0,0.11,0.0,0.0,0.1,0.27,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.39000000000001
08/17/2021,5.45,5.14,3.29,2.03,1.93,1.84,1.27,1.17,1.29,1.13,1.08,0.92,0.9,0.75,0.82,0.74,0.82,0.77,0.73,0.71,0.63,0.56,0.53,0.54,0.57,0.5,0.55,0.63,0.51,0.52,0.5,0.51,0.48,0.47,0.5,0.46,0.45,0.48,0.46,0.48,0.49,0.48,0.47,0.41,0.46,0.41,0.4,0.39,0.37,0.35,0.35,0.33,0.38,0.38,0.38,0.38,0.35,0.31,0.31,0.34,0.32,0.36,0.31,0.3,0.3,0.3,0.28,0.3,0.33,0.3,0.28,0.31,0.27,0.0,0.28,0.25,0.27,0.28,0.26,0.26,0.25,0.25,0.24,0.21,0.2,0.22,0.21,0.18,0.23,0.19,0.19,0.21,0.2,0.21,0.2,0.21,0.2,0.2,0.21,0.18,0.18,0.17,0.19,0.16,0.18,0.16,0.18,0.17,0.15,0.18,0.19,0.16,0.18,0.16,0.19,0.28,0.17,0.18,0.19,0.17,0.15,0.18,0.16,0.18,0.16,0.15,0.17,0.16,0.15,0.14,0.15,0.15,0.15,0.14,0.15,0.16,0.17,0.16,0.14,0.16,0.12,0.13,0.14,0.12,0.12,0.13,0.13,0.11,0.15,0.15,0.14,0.14,0.13,0.12,0.13,0.1,0.12,0.12,0.0,0.11,0.12,0.12,0.13,0.13,0.11,0.11,0.11,0.12,0.0,0.11,0.0,0.1,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.11,0.11,0.0,0.0,0.0,0.11,0.11,0.12,0.1,0.0,0.1,0.11,0.0,0.11,0.1,0.0,0.1,0.27,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.47
08/18/2021,5.45,5.14,3.29,2.03,1.93,1.84,1.27,1.17,1.29,1.13,1.08,0.92,0.9,0.75,0.82,0.74,0.82,0.77,0.73,0.71,0.63,0.56,0.53,0.54,0.57,0.5,0.55,0.63,0.51,0.52,0.5,0.51,0.48,0.47,0.5,0.46,0.45,0.48,0.46,0.48,0.49,0.48,0.47,0.41,0.46,0.41,0.4,0.39,0.37,0.35,0.35,0.33,0.38,0.38,0.38,0.38,0.35,0.31,0.31,0.34,0.32,0.36,0.31,0.3,0.3,0.3,0.28,0.3,0.33,0.3,0.28,0.31,0.27,0.0,0.28,0.25,0.27,0.28,0.26,0.26,0.25,0.25,0.24,0.21,0.2,0.22,0.21,0.18,0.23,0.19,0.19,0.21,0.2,0.21,0.2,0.21,0.2,0.2,0.21,0.18,0.18,0.17,0.19,0.16,0.18,0.16,0.18,0.17,0.15,0.18,0.19,0.16,0.18,0.16,0.19,0.28,0.17,0.18,0.19,0.17,0.15,0.18,0.16,0.18,0.16,0.15,0.17,0.16,0.15,0.14,0.15,0.15,0.15,0.14,0.15,0.16,0.17,0.16,0.14,0.16,0.12,0.13,0.14,0.12,0.12,0.13,0.13,0.11,0.15,0.15,0.14,0.14,0.13,0.12,0.13,0.1,0.12,0.12,0.0,0.11,0.12,0.12,0.13,0.13,0.11,0.11,0.11,0.12,0.0,0.11,0.0,0.1,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.11,0.11,0.0,0.0,0.0,0.11,0.11,0.12,0.1,0.0,0.1,0.11,0.0,0.11,0.1,0.0,0.1,0.27,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.47
08/19/2021,5.51,5.16,3.29,2.04,1.93,1.84,1.28,1.16,1.23,1.12,1.09,0.93,0.92,0.76,0.83,0.74,0.82,0.76,0.72,0.71,0.63,0.55,0.53,0.54,0.56,0.5,0.55,0.64,0.52,0.52,0.51,0.51,0.49,0.47,0.51,0.45,0.46,0.49,0.46,0.48,0.5,0.47,0.47,0.41,0.47,0.42,0.41,0.39,0.37,0.36,0.35,0.33,0.38,0.38,0.38,0.38,0.35,0.31,0.32,0.34,0.32,0.36,0.31,0.29,0.3,0.3,0.28,0.3,0.32,0.3,0.28,0.3,0.27,0.0,0.28,0.25,0.27,0.28,0.26,0.26,0.25,0.25,0.24,0.21,0.2,0.23,0.2,0.18,0.23,0.19,0.2,0.21,0.2,0.21,0.2,0.21,0.19,0.2,0.21,0.17,0.17,0.17,0.19,0.16,0.18,0.16,0.18,0.17,0.14,0.18,0.19,0.16,0.18,0.16,0.19,0.27,0.17,0.18,0.19,0.17,0.15,0.18,0.16,0.18,0.17,0.15,0.17,0.16,0.15,0.15,0.15,0.15,0.15,0.13,0.16,0.16,0.17,0.16,0.14,0.16,0.12,0.13,0.14,0.12,0.12,0.13,0.13,0.11,0.15,0.15,0.14,0.14,0.13,0.12,0.13,0.1,0.12,0.12,0.0,0.11,0.11,0.12,0.13,0.13,0.11,0.11,0.11,0.12,0.1,0.11,0.1,0.1,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.11,0.1,0.1,0.1,0.11,0.11,0.0,0.0,0.0,0.11,0.11,0.12,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.0,0.1,0.26,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.57000000000002
08/20/2021,5.52,5.17,3.26,2.01,1.93,1.83,1.28,1.14,1.2,1.11,1.11,0.93,0.93,0.75,0.8,0.74,0.83,0.75,0.73,0.71,0.64,0.55,0.54,0.54,0.56,0.5,0.55,0.66,0.52,0.52,0.51,0.51,0.49,0.47,0.51,0.46,0.47,0.49,0.46,0.48,0.51,0.47,0.48,0.4,0.47,0.42,0.41,0.38,0.37,0.36,0.35,0.34,0.38,0.39,0.38,0.39,0.35,0.31,0.3,0.34,0.32,0.36,0.31,0.29,0.31,0.3,0.28,0.3,0.32,0.3,0.27,0.31,0.27,0.0,0.29,0.25,0.27,0.28,0.27,0.25,0.25,0.25,0.24,0.22,0.21,0.23,0.2,0.19,0.23,0.2,0.19,0.21,0.21,0.21,0.2,0.21,0.19,0.2,0.21,0.17,0.17,0.17,0.19,0.18,0.17,0.15,0.18,0.17,0.14,0.18,0.19,0.16,0.18,0.16,0.18,0.29,0.17,0.18,0.19,0.17,0.15,0.18,0.16,0.18,0.17,0.15,0.17,0.16,0.15,0.15,0.16,0.14,0.15,0.13,0.16,0.16,0.17,0.16,0.14,0.16,0.12,0.13,0.14,0.12,0.12,0.13,0.12,0.11,0.15,0.15,0.14,0.13,0.13,0.12,0.14,0.1,0.12,0.12,0.0,0.11,0.12,0.12,0.13,0.13,0.11,0.11,0.11,0.12,0.1,0.11,0.1,0.1,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.11,0.0,0.1,0.1,0.11,0.12,0.0,0.1,0.0,0.11,0.11,0.12,0.0,0.0,0.11,0.11,0.0,0.11,0.11,0.0,0.1,0.26,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.63000000000001
08/23/2021,5.44,5.29,3.23,2.01,1.93,1.84,1.28,1.17,1.23,1.1,1.11,0.93,0.96,0.75,0.81,0.74,0.84,0.74,0.72,0.72,0.64,0.53,0.57,0.54,0.58,0.5,0.57,0.65,0.53,0.52,0.51,0.5,0.49,0.46,0.52,0.43,0.47,0.49,0.46,0.49,0.51,0.46,0.48,0.4,0.47,0.42,0.41,0.38,0.37,0.36,0.35,0.33,0.38,0.38,0.37,0.39,0.34,0.31,0.34,0.35,0.32,0.35,0.3,0.28,0.31,0.29,0.28,0.3,0.32,0.29,0.27,0.3,0.27,0.0,0.3,0.24,0.27,0.27,0.26,0.25,0.26,0.25,0.24,0.22,0.2,0.23,0.2,0.19,0.23,0.19,0.2,0.21,0.2,0.21,0.2,0.21,0.19,0.21,0.21,0.17,0.17,0.17,0.19,0.18,0.18,0.15,0.18,0.17,0.14,0.18,0.19,0.15,0.16,0.16,0.18,0.27,0.18,0.19,0.2,0.17,0.15,0.17,0.15,0.18,0.17,0.15,0.17,0.17,0.15,0.14,0.16,0.15,0.15,0.13,0.16,0.16,0.17,0.16,0.14,0.16,0.13,0.13,0.14,0.11,0.12,0.13,0.11,0.11,0.15,0.15,0.14,0.13,0.13,0.12,0.14,0.0,0.12,0.12,0.0,0.11,0.12,0.12,0.13,0.13,0.11,0.11,0.11,0.12,0.0,0.11,0.11,0.1,0.11,0.12,0.11,0.11,0.11,0.12,0.11,0.12,0.12,0.12,0.0,0.1,0.11,0.0,0.1,0.0,0.0,0.0,0.11,0.0,0.1,0.1,0.11,0.12,0.0,0.11,0.0,0.11,0.11,0.12,0.1,0.0,0.0,0.11,0.0,0.11,0.11,0.0,0.1,0.26,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.68000000000002
08/24/2021,5.45,5.38,3.22,2.02,1.94,1.85,1.27,1.22,1.23,1.1,1.11,0.92,0.95,0.75,0.82,0.73,0.83,0.75,0.71,0.73,0.64,0.52,0.57,0.54,0.58,0.49,0.58,0.64,0.53,0.52,0.51,0.5,0.49,0.46,0.51,0.43,0.47,0.5,0.45,0.49,0.51,0.46,0.48,0.4,0.48,0.42,0.41,0.38,0.37,0.36,0.35,0.33,0.38,0.38,0.37,0.4,0.34,0.3,0.35,0.35,0.32,0.35,0.3,0.27,0.31,0.29,0.27,0.3,0.32,0.29,0.26,0.3,0.26,0.0,0.29,0.24,0.28,0.26,0.26,0.25,0.26,0.25,0.24,0.22,0.2,0.23,0.2,0.18,0.23,0.19,0.19,0.21,0.2,0.21,0.2,0.21,0.19,0.21,0.21,0.17,0.17,0.17,0.19,0.18,0.18,0.15,0.18,0.17,0.14,0.18,0.19,0.15,0.17,0.16,0.18,0.27,0.18,0.19,0.2,0.17,0.15,0.18,0.15,0.18,0.17,0.15,0.17,0.17,0.15,0.14,0.16,0.14,0.15,0.13,0.16,0.16,0.17,0.16,0.14,0.16,0.13,0.13,0.14,0.11,0.12,0.13,0.11,0.11,0.15,0.15,0.14,0.13,0.13,0.12,0.14,0.0,0.12,0.12,0.0,0.11,0.12,0.12,0.13,0.13,0.11,0.11,0.11,0.13,0.1,0.11,0.1,0.0,0.11,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.12,0.12,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.1,0.1,0.11,0.12,0.0,0.11,0.0,0.11,0.11,0.12,0.1,0.0,0.0,0.11,0.0,0.11,0.11,0.0,0.1,0.26,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.73
08/25/2021,5.45,5.38,3.22,2.02,1.94,1.85,1.27,1.22,1.23,1.1,1.11,0.92,0.95,0.75,0.82,0.73,0.83,0.75,0.71,0.73,0.64,0.52,0.57,0.54,0.58,0.49,0.58,0.64,0.53,0.52,0.51,0.5,0.49,0.46,0.51,0.43,0.47,0.5,0.45,0.49,0.51,0.46,0.48,0.4,0.48,0.42,0.41,0.38,0.37,0.36,0.35,0.33,0.38,0.38,0.37,0.4,0.34,0.3,0.35,0.35,0.32,0.35,0.3,0.27,0.31,0.29,0.27,0.3,0.32,0.29,0.26,0.3,0.26,0.26,0.29,0.24,0.28,0.26,0.26,0.25,0.26,0.25,0.24,0.22,0.2,0.23,0.2,0.18,0.23,0.19,0.19,0.21,0.2,0.21,0.2,0.21,0.19,0.21,0.21,0.17,0.17,0.17,0.19,0.18,0.18,0.15,0.18,0.17,0.14,0.18,0.19,0.15,0.17,0.16,0.18,0.27,0.18,0.19,0.2,0.17,0.15,0.18,0.15,0.18,0.17,0.15,0.17,0.17,0.15,0.14,0.16,0.14,0.15,0.13,0.16,0.16,0.17,0.16,0.14,0.16,0.13,0.13,0.14,0.11,0.12,0.13,0.11,0.11,0.15,0.15,0.14,0.13,0.13,0.12,0.14,0.0,0.12,0.12,0.0,0.11,0.12,0.12,0.13,0.13,0.11,0.11,0.11,0.13,0.1,0.11,0.1,0.0,0.11,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.12,0.12,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.1,0.1,0.11,0.12,0.0,0.11,0.0,0.11,0.11,0.12,0.1,0.0,0.0,0.11,0.0,0.11,0.11,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.73
08/26/2021,5.46,5.33,3.25,2.02,1.96,1.87,1.26,1.27,1.27,1.1,1.09,0.92,0.93,0.76,0.81,0.73,0.82,0.75,0.72,0.73,0.64,0.54,0.57,0.53,0.58,0.5,0.57,0.65,0.52,0.51,0.51,0.5,0.49,0.46,0.51,0.43,0.46,0.49,0.46,0.48,0.5,0.46,0.47,0.4,0.47,0.42,0.4,0.38,0.37,0.36,0.35,0.32,0.38,0.38,0.37,0.39,0.34,0.3,0.34,0.35,0.32,0.35,0.3,0.28,0.3,0.29,0.28,0.31,0.32,0.29,0.27,0.31,0.26,0.26,0.29,0.24,0.28,0.26,0.26,0.25,0.25,0.25,0.25,0.21,0.2,0.23,0.2,0.19,0.23,0.19,0.19,0.21,0.2,0.21,0.2,0.21,0.19,0.21,0.21,0.17,0.17,0.17,0.18,0.18,0.18,0.14,0.18,0.17,0.14,0.18,0.19,0.15,0.16,0.15,0.18,0.29,0.17,0.18,0.19,0.17,0.15,0.18,0.15,0.18,0.17,0.15,0.17,0.16,0.14,0.14,0.16,0.15,0.15,0.13,0.16,0.16,0.17,0.15,0.14,0.16,0.12,0.13,0.14,0.11,0.12,0.13,0.12,0.11,0.15,0.15,0.14,0.14,0.13,0.12,0.13,0.1,0.12,0.12,0.0,0.11,0.12,0.12,0.13,0.13,0.11,0.11,0.11,0.13,0.0,0.11,0.0,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.12,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.11,0.11,0.0,0.11,0.0,0.11,0.11,0.12,0.1,0.0,0.0,0.11,0.0,0.11,0.11,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.67000000000002
08/27/2021,5.44,5.29,3.29,2.03,1.97,1.88,1.26,1.26,1.27,1.11,1.07,0.92,0.93,0.76,0.8,0.73,0.81,0.75,0.72,0.73,0.63,0.54,0.57,0.53,0.58,0.5,0.58,0.63,0.52,0.5,0.5,0.5,0.49,0.45,0.5,0.44,0.46,0.49,0.46,0.47,0.49,0.46,0.47,0.4,0.46,0.41,0.41,0.38,0.36,0.35,0.34,0.32,0.38,0.37,0.37,0.38,0.35,0.3,0.33,0.35,0.31,0.36,0.3,0.28,0.3,0.29,0.28,0.3,0.32,0.29,0.27,0.3,0.26,0.26,0.29,0.24,0.29,0.27,0.26,0.26,0.25,0.24,0.25,0.21,0.2,0.23,0.21,0.19,0.22,0.19,0.19,0.2,0.21,0.21,0.19,0.21,0.19,0.21,0.2,0.17,0.17,0.17,0.19,0.18,0.18,0.15,0.18,0.17,0.14,0.18,0.19,0.15,0.16,0.15,0.18,0.28,0.17,0.18,0.19,0.17,0.15,0.18,0.15,0.19,0.17,0.15,0.17,0.16,0.15,0.14,0.16,0.14,0.15,0.13,0.16,0.16,0.17,0.15,0.14,0.16,0.12,0.13,0.14,0.11,0.12,0.13,0.12,0.12,0.15,0.15,0.14,0.14,0.13,0.12,0.13,0.1,0.12,0.12,0.0,0.11,0.12,0.12,0.13,0.13,0.11,0.11,0.11,0.13,0.1,0.11,0.1,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.12,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.11,0.12,0.0,0.11,0.0,0.11,0.11,0.12,0.1,0.0,0.1,0.11,0.0,0.11,0.11,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.54
08/30/2021,5.38,5.24,3.31,2.03,1.98,1.88,1.26,1.28,1.26,1.14,1.06,0.91,0.92,0.75,0.8,0.72,0.81,0.75,0.74,0.73,0.63,0.54,0.57,0.53,0.6,0.5,0.58,0.62,0.52,0.5,0.51,0.5,0.49,0.45,0.5,0.44,0.45,0.49,0.46,0.47,0.48,0.47,0.47,0.4,0.46,0.41,0.42,0.37,0.37,0.35,0.34,0.32,0.38,0.38,0.37,0.38,0.35,0.3,0.34,0.35,0.31,0.36,0.3,0.28,0.3,0.29,0.28,0.31,0.33,0.29,0.27,0.3,0.26,0.26,0.29,0.25,0.29,0.28,0.25,0.26,0.25,0.25,0.24,0.21,0.21,0.23,0.22,0.19,0.22,0.19,0.19,0.2,0.21,0.21,0.19,0.21,0.19,0.21,0.2,0.17,0.17,0.17,0.19,0.18,0.18,0.14,0.18,0.17,0.14,0.18,0.19,0.15,0.16,0.15,0.18,0.28,0.17,0.18,0.19,0.17,0.15,0.18,0.15,0.19,0.17,0.15,0.17,0.16,0.15,0.14,0.16,0.21,0.15,0.13,0.16,0.16,0.16,0.15,0.14,0.16,0.12,0.13,0.14,0.11,0.12,0.13,0.12,0.13,0.15,0.15,0.14,0.14,0.13,0.12,0.13,0.0,0.12,0.12,0.0,0.11,0.12,0.12,0.13,0.12,0.11,0.11,0.11,0.12,0.0,0.11,0.1,0.11,0.12,0.12,0.11,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.11,0.12,0.0,0.12,0.0,0.11,0.11,0.12,0.1,0.0,0.1,0.11,0.0,0.11,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.63000000000001
