,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,NVDA,TSLA,JPM,JNJ,V,UNH,PYPL,HD,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,CRM,INTC,CSCO,PFE,ABT,KO,NKE,ABBV,PEP,T,TMO,CVX,MRK,ACN,AVGO,WMT,LLY,WFC,DHR,TXN,COST,MCD,MDT,QCOM,ORCL,UPS,PM,HON,LIN,BMY,UNP,NEE,C,AMGN,LOW,INTU,SBUX,MS,BA,RTX,AMAT,IBM,AMT,BLK,GS,TGT,CAT,AMD,MMM,GE,ISRG,NOW,AXP,DE,CVS,SCHW,SQ,CHTR,SPGI,ANTM,LMT,ZTS,XTSLA,BKNG,MU,PLD,FIS,LRCX,MDLZ,MO,ZM,ADP,GILD,TMUS,CCI,SYK,PNC,TJX,COP,CI,DUK,USB,UBER,CME,EL,BDX,COF,MRNA,FDX,MMC,CB,GM,TFC,EQIX,CSX,ATVI,CL,ILMN,NSC,BX,ICE,EW,SHW,ADSK,SO,REGN,BSX,D,ADI,FISV,APD,TWLO,SNAP,ITW,F,DOCU,HCA,GPN,PGR,EMR,HUM,MCO,ETN,CRWD,DG,ECL,VRTX,FCX,BIIB,AON,WM,IDXX,TWTR,NXPI,NOC,JCI,KLAC,IQV,MRVL,EOG,ROP,NEM,ROKU,SNPS,SLB,MET,MTCH,ALGN,DXCM,INFO,CNC,DLR,GD,APTV,CMG,PINS,TROW,EXC,A,PSA,DOW,TT,KMB,MSCI,LHX,WDAY,ROST,TEL,EBAY,LULU,VEEV,STZ,CARR,ALL,PH,BK,AEP,AIG,MCHP,PRU,SYY,TRV,PPG,ALXN,CDNS,ORLY,SRE,EA,BAX,SPG,DD,GIS,PANW,USD,APH,Usd Cash,RMD,YUM,CTSH,GE.,DFS,KKR,MSI,IFF,SBAC,XLNX,SNOW,ABNB,PLTR,FTNT,MAR,MPC,SIVB,PXD,n/a,NET,DDOG,SUM
08/31/2021,5.03,4.87,3.1,1.93,1.87,1.78,1.17,1.22,1.18,1.07,0.98,0.85,0.85,0.71,0.74,0.75,0.67,0.71,0.69,0.68,0.59,0.51,0.53,0.49,0.55,0.47,0.54,0.56,0.48,0.47,0.46,0.46,0.46,0.42,0.46,0.41,0.42,0.46,0.44,0.43,0.45,0.44,0.44,0.38,0.43,0.38,0.39,0.35,0.35,0.3,0.34,0.35,0.35,0.32,0.32,0.35,0.33,0.28,0.31,0.33,0.29,0.34,0.26,0.28,0.27,0.27,0.28,0.29,0.31,0.27,0.25,0.29,0.24,0.25,0.26,0.27,0.24,0.25,0.24,0.25,0.23,0.24,0.23,0.2,0.19,0.21,0.21,0.21,0.18,0.21,0.17,0.19,0.19,0.2,0.16,0.19,0.19,0.17,0.18,0.19,0.18,0.19,0.16,0.16,0.17,0.17,0.13,0.15,0.17,0.16,0.17,0.25,0.14,0.17,0.18,0.14,0.17,0.16,0.16,0.14,0.14,0.15,0.14,0.18,0.14,0.16,0.16,0.15,0.15,0.15,0.14,0.14,0.19,0.15,0.13,0.13,0.15,0.14,0.11,0.13,0.14,0.1,0.12,0.14,0.11,0.13,0.15,0.12,0.11,0.12,0.11,0.12,0.11,0.14,0.13,0.12,0.11,0.13,0.12,0.11,0.11,0.11,0.11,0.09,0.11,0.1,0.0,0.11,0.0,0.1,0.0,0.11,0.11,0.1,0.0,0.1,0.1,0.0,0.12,0.0,0.11,0.1,0.11,0.1,0.11,0.1,0.1,0.11,0.1,0.11,0.0,0.11,0.11,0.1,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.09,0.0,0.0,0.09,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.79
09/01/2021,5.03,4.87,3.1,1.93,1.87,1.78,1.17,1.22,1.18,1.07,0.98,0.85,0.85,0.71,0.74,0.75,0.67,0.71,0.69,0.68,0.59,0.51,0.53,0.49,0.55,0.47,0.54,0.56,0.48,0.47,0.46,0.46,0.46,0.42,0.46,0.41,0.42,0.46,0.44,0.43,0.45,0.44,0.44,0.38,0.43,0.38,0.39,0.35,0.35,0.3,0.34,0.35,0.35,0.32,0.32,0.35,0.33,0.28,0.31,0.33,0.29,0.34,0.26,0.28,0.27,0.27,0.28,0.29,0.31,0.27,0.25,0.29,0.24,0.25,0.26,0.27,0.24,0.25,0.24,0.25,0.23,0.24,0.23,0.2,0.19,0.21,0.21,0.21,0.18,0.21,0.17,0.19,0.19,0.2,0.16,0.19,0.19,0.17,0.18,0.19,0.18,0.19,0.16,0.16,0.17,0.17,0.13,0.15,0.17,0.16,0.17,0.25,0.14,0.17,0.18,0.14,0.17,0.16,0.16,0.14,0.14,0.15,0.14,0.18,0.14,0.16,0.16,0.15,0.15,0.15,0.14,0.14,0.19,0.15,0.13,0.13,0.15,0.14,0.11,0.13,0.14,0.1,0.12,0.14,0.11,0.13,0.15,0.12,0.11,0.12,0.11,0.12,0.11,0.14,0.13,0.12,0.11,0.13,0.12,0.11,0.11,0.11,0.11,0.09,0.11,0.1,0.0,0.11,0.0,0.1,0.0,0.11,0.11,0.1,0.0,0.1,0.1,0.0,0.12,0.0,0.11,0.1,0.11,0.1,0.11,0.1,0.1,0.11,0.1,0.11,0.0,0.11,0.11,0.1,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.09,0.0,0.0,0.09,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.79
09/02/2021,5.17,4.92,3.16,1.97,1.88,1.78,1.16,1.22,1.22,1.05,0.98,0.84,0.85,0.73,0.75,0.75,0.67,0.7,0.69,0.68,0.6,0.51,0.54,0.49,0.55,0.47,0.54,0.56,0.48,0.47,0.46,0.46,0.46,0.42,0.48,0.41,0.42,0.46,0.45,0.44,0.45,0.43,0.45,0.38,0.43,0.38,0.39,0.35,0.35,0.3,0.35,0.35,0.35,0.32,0.31,0.35,0.32,0.28,0.31,0.33,0.29,0.33,0.26,0.28,0.27,0.27,0.29,0.29,0.3,0.26,0.25,0.29,0.24,0.25,0.27,0.27,0.23,0.25,0.24,0.24,0.23,0.25,0.23,0.2,0.19,0.21,0.22,0.2,0.18,0.21,0.17,0.19,0.19,0.2,0.16,0.19,0.19,0.17,0.18,0.19,0.17,0.19,0.16,0.15,0.17,0.17,0.13,0.15,0.17,0.16,0.16,0.24,0.14,0.17,0.18,0.13,0.16,0.16,0.16,0.13,0.14,0.14,0.14,0.18,0.14,0.16,0.16,0.15,0.15,0.15,0.14,0.14,0.19,0.15,0.13,0.13,0.15,0.14,0.11,0.13,0.14,0.1,0.12,0.14,0.11,0.13,0.15,0.12,0.11,0.12,0.11,0.12,0.11,0.14,0.13,0.12,0.11,0.14,0.12,0.11,0.11,0.11,0.11,0.0,0.11,0.1,0.0,0.11,0.09,0.1,0.0,0.11,0.11,0.1,0.0,0.1,0.1,0.0,0.12,0.0,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.11,0.1,0.11,0.0,0.11,0.11,0.11,0.1,0.0,0.1,0.09,0.0,0.1,0.1,0.1,0.0,0.0,0.09,0.09,0.0,0.0,0.1,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.06000000000002
09/03/2021,5.14,4.9,3.21,1.96,1.88,1.79,1.17,1.2,1.23,1.05,0.98,0.84,0.85,0.73,0.75,0.75,0.65,0.71,0.69,0.68,0.61,0.51,0.54,0.49,0.55,0.47,0.54,0.56,0.48,0.47,0.45,0.46,0.47,0.42,0.47,0.4,0.42,0.46,0.44,0.44,0.44,0.41,0.44,0.38,0.43,0.38,0.39,0.36,0.35,0.3,0.35,0.35,0.35,0.32,0.31,0.35,0.32,0.28,0.31,0.33,0.3,0.33,0.26,0.28,0.27,0.27,0.29,0.29,0.3,0.26,0.25,0.29,0.24,0.25,0.27,0.27,0.24,0.25,0.24,0.24,0.23,0.25,0.23,0.2,0.19,0.21,0.23,0.2,0.18,0.21,0.17,0.19,0.19,0.2,0.13,0.19,0.2,0.17,0.18,0.2,0.18,0.19,0.16,0.16,0.17,0.17,0.12,0.16,0.17,0.16,0.16,0.25,0.14,0.17,0.18,0.13,0.16,0.16,0.16,0.14,0.14,0.14,0.14,0.19,0.14,0.16,0.16,0.15,0.15,0.15,0.14,0.14,0.19,0.15,0.13,0.13,0.15,0.14,0.11,0.12,0.14,0.1,0.12,0.14,0.11,0.13,0.14,0.12,0.11,0.12,0.11,0.11,0.11,0.14,0.13,0.12,0.11,0.13,0.12,0.11,0.11,0.11,0.11,0.0,0.11,0.1,0.09,0.11,0.0,0.1,0.0,0.11,0.11,0.1,0.0,0.1,0.1,0.0,0.12,0.0,0.11,0.1,0.11,0.11,0.1,0.1,0.1,0.11,0.1,0.11,0.0,0.11,0.11,0.1,0.1,0.0,0.1,0.09,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.09,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.04
09/06/2021,5.17,4.87,3.19,1.93,1.86,1.76,1.16,1.2,1.22,1.05,0.99,0.81,0.86,0.72,0.75,0.76,0.64,0.71,0.67,0.68,0.61,0.51,0.56,0.49,0.55,0.47,0.54,0.56,0.49,0.47,0.45,0.43,0.46,0.42,0.48,0.4,0.42,0.47,0.44,0.44,0.44,0.39,0.45,0.38,0.44,0.38,0.4,0.35,0.35,0.31,0.35,0.35,0.35,0.32,0.31,0.36,0.32,0.28,0.31,0.33,0.3,0.33,0.26,0.27,0.26,0.27,0.29,0.29,0.3,0.26,0.25,0.28,0.24,0.25,0.27,0.28,0.23,0.26,0.24,0.23,0.22,0.25,0.23,0.2,0.19,0.21,0.16,0.2,0.18,0.22,0.17,0.18,0.19,0.2,0.13,0.19,0.19,0.17,0.18,0.2,0.17,0.19,0.16,0.16,0.18,0.17,0.13,0.15,0.17,0.16,0.15,0.26,0.14,0.17,0.18,0.13,0.16,0.17,0.16,0.13,0.14,0.15,0.14,0.19,0.14,0.16,0.16,0.14,0.15,0.15,0.14,0.14,0.19,0.15,0.13,0.13,0.15,0.14,0.11,0.12,0.14,0.1,0.12,0.14,0.11,0.13,0.14,0.12,0.11,0.12,0.11,0.11,0.11,0.14,0.13,0.12,0.11,0.13,0.12,0.11,0.11,0.11,0.11,0.0,0.11,0.1,0.0,0.11,0.09,0.1,0.0,0.11,0.11,0.1,0.0,0.1,0.1,0.09,0.11,0.0,0.11,0.11,0.12,0.11,0.1,0.1,0.1,0.11,0.1,0.11,0.0,0.11,0.11,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.09,0.09,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.11,0.1,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.80000000000001
09/07/2021,5.2,4.87,3.2,1.94,1.86,1.77,1.15,1.22,1.22,1.04,0.99,0.82,0.86,0.73,0.76,0.76,0.64,0.7,0.67,0.68,0.61,0.51,0.56,0.49,0.55,0.46,0.54,0.56,0.49,0.47,0.45,0.43,0.47,0.42,0.48,0.4,0.42,0.47,0.44,0.44,0.44,0.39,0.45,0.38,0.44,0.38,0.4,0.35,0.35,0.31,0.35,0.35,0.35,0.31,0.31,0.36,0.32,0.28,0.31,0.33,0.3,0.33,0.26,0.27,0.27,0.27,0.29,0.28,0.3,0.26,0.25,0.29,0.24,0.25,0.27,0.29,0.23,0.26,0.25,0.23,0.23,0.24,0.23,0.2,0.19,0.21,0.17,0.2,0.18,0.22,0.17,0.19,0.19,0.2,0.14,0.19,0.19,0.17,0.18,0.19,0.17,0.18,0.16,0.16,0.17,0.17,0.13,0.15,0.17,0.16,0.15,0.27,0.14,0.17,0.18,0.13,0.16,0.17,0.16,0.13,0.14,0.15,0.13,0.19,0.15,0.16,0.16,0.14,0.15,0.15,0.14,0.14,0.19,0.15,0.13,0.13,0.15,0.14,0.11,0.13,0.14,0.1,0.12,0.14,0.11,0.13,0.14,0.12,0.11,0.12,0.11,0.11,0.11,0.14,0.13,0.12,0.11,0.13,0.12,0.11,0.11,0.11,0.11,0.0,0.11,0.1,0.0,0.11,0.0,0.1,0.0,0.11,0.11,0.1,0.0,0.1,0.1,0.09,0.12,0.0,0.11,0.11,0.12,0.11,0.1,0.1,0.1,0.12,0.1,0.11,0.0,0.1,0.11,0.1,0.0,0.0,0.1,0.09,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.09,0.0,0.0,0.1,0.09,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.11,0.1,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.93
09/08/2021,5.2,4.87,3.2,1.94,1.86,1.77,1.15,1.22,1.22,1.04,0.99,0.82,0.86,0.73,0.76,0.76,0.64,0.7,0.67,0.68,0.61,0.51,0.56,0.49,0.55,0.46,0.54,0.56,0.49,0.47,0.45,0.43,0.47,0.42,0.48,0.4,0.42,0.47,0.44,0.44,0.44,0.39,0.45,0.38,0.44,0.38,0.4,0.35,0.35,0.31,0.35,0.35,0.35,0.31,0.31,0.36,0.32,0.28,0.31,0.33,0.3,0.33,0.26,0.27,0.27,0.27,0.29,0.28,0.3,0.26,0.25,0.29,0.24,0.25,0.27,0.29,0.23,0.26,0.25,0.23,0.23,0.24,0.23,0.2,0.19,0.21,0.17,0.2,0.18,0.22,0.17,0.19,0.19,0.2,0.14,0.19,0.19,0.17,0.18,0.19,0.17,0.18,0.16,0.16,0.17,0.17,0.13,0.15,0.17,0.16,0.15,0.27,0.14,0.17,0.18,0.13,0.16,0.17,0.16,0.13,0.14,0.15,0.13,0.19,0.15,0.16,0.16,0.14,0.15,0.15,0.14,0.14,0.19,0.15,0.13,0.13,0.15,0.14,0.11,0.13,0.14,0.1,0.12,0.14,0.11,0.13,0.14,0.12,0.11,0.12,0.11,0.11,0.11,0.14,0.13,0.12,0.11,0.13,0.12,0.11,0.11,0.11,0.11,0.0,0.11,0.1,0.0,0.11,0.0,0.1,0.0,0.11,0.11,0.1,0.0,0.1,0.1,0.09,0.12,0.0,0.11,0.11,0.12,0.11,0.1,0.1,0.1,0.12,0.1,0.11,0.0,0.1,0.11,0.1,0.0,0.0,0.1,0.09,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.09,0.0,0.0,0.1,0.09,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.11,0.1,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.93
09/09/2021,5.2,4.87,3.2,1.94,1.86,1.77,1.15,1.22,1.22,1.04,0.99,0.82,0.86,0.73,0.76,0.76,0.64,0.7,0.67,0.68,0.61,0.51,0.56,0.49,0.55,0.46,0.54,0.56,0.49,0.47,0.45,0.43,0.47,0.42,0.48,0.4,0.42,0.47,0.44,0.44,0.44,0.39,0.45,0.38,0.44,0.38,0.4,0.35,0.35,0.31,0.35,0.35,0.35,0.31,0.31,0.36,0.32,0.28,0.31,0.33,0.3,0.33,0.26,0.27,0.27,0.27,0.29,0.28,0.3,0.26,0.25,0.29,0.24,0.25,0.27,0.29,0.23,0.26,0.25,0.23,0.23,0.24,0.23,0.2,0.19,0.21,0.17,0.2,0.18,0.22,0.17,0.19,0.19,0.2,0.14,0.19,0.19,0.17,0.18,0.19,0.17,0.18,0.16,0.16,0.17,0.17,0.13,0.15,0.17,0.16,0.15,0.27,0.14,0.17,0.18,0.13,0.16,0.17,0.16,0.13,0.14,0.15,0.13,0.19,0.15,0.16,0.16,0.14,0.15,0.15,0.14,0.14,0.19,0.15,0.13,0.13,0.15,0.14,0.11,0.13,0.14,0.1,0.12,0.14,0.11,0.13,0.14,0.12,0.11,0.12,0.11,0.11,0.11,0.14,0.13,0.12,0.11,0.13,0.12,0.11,0.11,0.11,0.11,0.0,0.11,0.1,0.0,0.11,0.0,0.1,0.0,0.11,0.11,0.1,0.0,0.1,0.1,0.09,0.12,0.0,0.11,0.11,0.12,0.11,0.1,0.1,0.1,0.12,0.1,0.11,0.0,0.1,0.11,0.1,0.0,0.0,0.1,0.09,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.09,0.0,0.0,0.1,0.09,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.11,0.1,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.93
09/10/2021,5.3,4.87,3.24,1.98,1.88,1.79,1.14,1.22,1.26,1.05,0.98,0.82,0.86,0.74,0.76,0.76,0.65,0.72,0.68,0.68,0.6,0.51,0.58,0.49,0.55,0.47,0.54,0.56,0.49,0.47,0.45,0.42,0.46,0.42,0.49,0.4,0.41,0.47,0.44,0.44,0.44,0.39,0.45,0.38,0.44,0.38,0.4,0.35,0.35,0.3,0.36,0.34,0.35,0.31,0.3,0.36,0.31,0.27,0.31,0.33,0.29,0.33,0.25,0.27,0.27,0.26,0.29,0.28,0.3,0.26,0.25,0.29,0.23,0.24,0.27,0.28,0.23,0.25,0.24,0.23,0.22,0.24,0.23,0.2,0.19,0.21,0.18,0.21,0.18,0.22,0.17,0.18,0.18,0.2,0.14,0.18,0.19,0.17,0.18,0.2,0.18,0.18,0.16,0.16,0.17,0.17,0.13,0.15,0.17,0.16,0.15,0.29,0.14,0.17,0.18,0.13,0.16,0.17,0.15,0.13,0.14,0.14,0.13,0.19,0.14,0.16,0.16,0.14,0.15,0.15,0.14,0.13,0.19,0.15,0.13,0.13,0.15,0.14,0.11,0.12,0.14,0.1,0.12,0.13,0.11,0.13,0.14,0.12,0.11,0.12,0.11,0.11,0.11,0.14,0.13,0.12,0.11,0.13,0.12,0.11,0.11,0.11,0.11,0.0,0.11,0.1,0.09,0.11,0.0,0.1,0.0,0.11,0.12,0.1,0.0,0.1,0.1,0.0,0.11,0.0,0.1,0.1,0.12,0.11,0.1,0.1,0.1,0.12,0.1,0.11,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.09,0.09,0.0,0.0,0.1,0.09,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.03
09/13/2021,5.25,4.86,3.24,1.97,1.88,1.79,1.14,1.2,1.27,1.05,0.96,0.83,0.85,0.73,0.77,0.77,0.67,0.73,0.68,0.69,0.6,0.51,0.57,0.49,0.54,0.47,0.54,0.56,0.49,0.47,0.45,0.41,0.47,0.42,0.49,0.4,0.41,0.47,0.44,0.44,0.41,0.4,0.45,0.38,0.45,0.39,0.4,0.35,0.35,0.3,0.35,0.34,0.35,0.31,0.3,0.36,0.32,0.27,0.31,0.34,0.3,0.33,0.25,0.27,0.27,0.27,0.29,0.28,0.3,0.26,0.24,0.28,0.23,0.25,0.27,0.28,0.23,0.25,0.24,0.24,0.21,0.24,0.24,0.2,0.19,0.21,0.19,0.21,0.18,0.22,0.17,0.18,0.18,0.2,0.14,0.19,0.19,0.17,0.18,0.2,0.18,0.18,0.16,0.16,0.17,0.17,0.13,0.15,0.17,0.16,0.15,0.3,0.14,0.18,0.18,0.13,0.16,0.17,0.15,0.13,0.14,0.14,0.13,0.19,0.15,0.16,0.15,0.14,0.15,0.15,0.14,0.14,0.2,0.15,0.13,0.12,0.15,0.14,0.11,0.12,0.15,0.11,0.12,0.13,0.12,0.13,0.14,0.11,0.11,0.12,0.11,0.11,0.1,0.14,0.13,0.12,0.11,0.13,0.12,0.12,0.11,0.11,0.11,0.0,0.11,0.1,0.0,0.11,0.0,0.1,0.0,0.11,0.12,0.1,0.0,0.1,0.1,0.09,0.12,0.0,0.11,0.11,0.12,0.11,0.1,0.1,0.1,0.12,0.1,0.11,0.09,0.1,0.1,0.11,0.0,0.0,0.1,0.09,0.0,0.0,0.1,0.1,0.0,0.0,0.09,0.09,0.0,0.0,0.1,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.1,0.11,0.1,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.10000000000001
09/14/2021,5.11,4.87,3.25,1.99,1.86,1.77,1.15,1.23,1.25,1.05,0.96,0.83,0.83,0.73,0.77,0.77,0.67,0.73,0.67,0.69,0.6,0.51,0.58,0.49,0.54,0.48,0.54,0.56,0.5,0.47,0.46,0.41,0.47,0.42,0.49,0.4,0.41,0.48,0.45,0.44,0.42,0.4,0.46,0.39,0.45,0.39,0.39,0.35,0.36,0.3,0.35,0.34,0.35,0.31,0.3,0.36,0.31,0.27,0.31,0.34,0.31,0.34,0.25,0.27,0.27,0.27,0.29,0.28,0.3,0.26,0.25,0.28,0.23,0.24,0.26,0.28,0.23,0.25,0.24,0.23,0.21,0.24,0.24,0.19,0.19,0.21,0.23,0.21,0.18,0.22,0.17,0.19,0.18,0.2,0.14,0.19,0.19,0.17,0.18,0.2,0.18,0.18,0.16,0.15,0.17,0.17,0.13,0.15,0.17,0.16,0.15,0.3,0.14,0.18,0.18,0.14,0.16,0.17,0.15,0.13,0.14,0.15,0.14,0.19,0.15,0.16,0.16,0.14,0.15,0.15,0.14,0.14,0.2,0.14,0.13,0.12,0.15,0.14,0.11,0.12,0.15,0.11,0.12,0.13,0.11,0.13,0.14,0.11,0.11,0.12,0.11,0.11,0.1,0.14,0.13,0.13,0.11,0.13,0.12,0.12,0.12,0.11,0.11,0.0,0.11,0.1,0.0,0.11,0.0,0.1,0.1,0.11,0.12,0.1,0.0,0.1,0.1,0.09,0.12,0.0,0.11,0.11,0.12,0.11,0.1,0.1,0.1,0.12,0.1,0.11,0.09,0.1,0.1,0.11,0.0,0.0,0.1,0.09,0.0,0.0,0.1,0.1,0.0,0.09,0.09,0.09,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.09
09/15/2021,5.11,4.87,3.25,1.99,1.86,1.77,1.15,1.23,1.25,1.05,0.96,0.83,0.83,0.73,0.77,0.77,0.67,0.73,0.67,0.69,0.6,0.51,0.58,0.49,0.54,0.48,0.54,0.56,0.5,0.47,0.46,0.41,0.47,0.42,0.49,0.4,0.41,0.48,0.45,0.44,0.42,0.4,0.46,0.39,0.45,0.39,0.39,0.35,0.36,0.3,0.35,0.34,0.35,0.31,0.3,0.36,0.31,0.27,0.31,0.34,0.31,0.34,0.25,0.27,0.27,0.27,0.29,0.28,0.3,0.26,0.25,0.28,0.23,0.24,0.26,0.28,0.23,0.25,0.24,0.23,0.21,0.24,0.24,0.19,0.19,0.21,0.23,0.21,0.18,0.22,0.17,0.19,0.18,0.2,0.14,0.19,0.19,0.17,0.18,0.2,0.18,0.18,0.16,0.15,0.17,0.17,0.13,0.15,0.17,0.16,0.15,0.3,0.14,0.18,0.18,0.14,0.16,0.17,0.15,0.13,0.14,0.15,0.14,0.19,0.15,0.16,0.16,0.14,0.15,0.15,0.14,0.14,0.2,0.14,0.13,0.12,0.15,0.14,0.11,0.12,0.15,0.11,0.12,0.13,0.11,0.13,0.14,0.11,0.11,0.12,0.11,0.11,0.1,0.14,0.13,0.13,0.11,0.13,0.12,0.12,0.12,0.11,0.11,0.0,0.11,0.1,0.0,0.11,0.0,0.1,0.1,0.11,0.12,0.1,0.0,0.1,0.1,0.09,0.12,0.0,0.11,0.11,0.12,0.11,0.1,0.1,0.1,0.12,0.1,0.11,0.09,0.1,0.1,0.11,0.0,0.0,0.1,0.09,0.0,0.0,0.1,0.1,0.0,0.09,0.09,0.09,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.09
09/16/2021,5.12,4.89,3.23,1.97,1.87,1.78,1.16,1.21,1.25,1.06,0.95,0.83,0.85,0.72,0.78,0.78,0.67,0.73,0.68,0.67,0.61,0.52,0.57,0.49,0.54,0.48,0.54,0.54,0.49,0.47,0.45,0.42,0.47,0.43,0.48,0.41,0.4,0.47,0.45,0.43,0.41,0.41,0.45,0.39,0.44,0.39,0.39,0.35,0.35,0.31,0.35,0.34,0.35,0.31,0.3,0.36,0.32,0.27,0.32,0.33,0.31,0.34,0.26,0.28,0.28,0.27,0.29,0.28,0.3,0.26,0.25,0.28,0.23,0.25,0.26,0.28,0.23,0.24,0.24,0.24,0.21,0.24,0.24,0.2,0.19,0.21,0.23,0.21,0.18,0.21,0.17,0.19,0.19,0.2,0.13,0.19,0.19,0.17,0.18,0.19,0.18,0.18,0.17,0.16,0.17,0.17,0.13,0.15,0.17,0.16,0.16,0.28,0.14,0.18,0.18,0.14,0.16,0.16,0.15,0.13,0.14,0.14,0.13,0.19,0.14,0.16,0.16,0.14,0.15,0.15,0.14,0.13,0.2,0.14,0.13,0.12,0.15,0.14,0.11,0.11,0.15,0.11,0.12,0.13,0.11,0.13,0.14,0.11,0.11,0.12,0.11,0.11,0.1,0.14,0.13,0.12,0.1,0.13,0.12,0.12,0.12,0.11,0.11,0.0,0.11,0.1,0.0,0.11,0.09,0.1,0.1,0.11,0.11,0.1,0.0,0.0,0.1,0.09,0.11,0.0,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.12,0.1,0.11,0.0,0.1,0.1,0.11,0.0,0.0,0.1,0.09,0.0,0.0,0.1,0.1,0.1,0.0,0.09,0.09,0.0,0.0,0.1,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.99000000000001
