,MAC,DKS,AEO,NTLA,VVV,AYI,SKT,LPX,EVR,THG,SYNA,MSM,SBRA,AQUA,XEC,ISBC,XRX,HR,SONO,ADS,OFC,SAVA,IDA,TCBI,NCR,HRB,COMM,NUVA,VLY,RDN,ESI,SWX,VMI,SI,NAVI,WTS,CPE,WTFC,RIG,BDN,CNMD,CRNC,MC,GRA,WBS,AM,CC,COOP,AVT,WCC,JACK,HTH,R,SNX,SWCH,SJI,MCY,CR,FUL,RVLV,GT,SWAV,PCH,NHI,WSFS,BIG,EPRT,PBH,AAWW,MTDR,HE,VSTO,LGND,CNO,SIG,CW,PINC,CARG,BKU,DDS,IRBT,GEO,SFM,SXT,AXNX,EYE,LEVI,ABCB,CMC,AMCX,FHI,SLGN,CVLT,TDS,PPBI,TRTN,HCAT,BLKB,TGNA,CWH,EVTC,HOME,AGIO,ALKS,SNBR,NSIT,PGNY,BGS,ARVN,TEX,UMBF,NSP,IDCC,ATKR,PCRX,BMI,UFPI,CTRE,PRFT,PDCE,KFY,VSH,SFNC,EXLS,TWNK,AIMC,ASGN,AVNT,HOMB,HIBB,PDCO,REZI,CHX,IBTX,TSE,AVA,AMKR,NGVT,UCBI,IRWD,TPH,SHOO,CWT,SBH,SPB,AX,OI,ABG,AEIS,CATY,PHR,FELE,RLGY,RCII,AHCO,State Street Instl US Govt MMkt Premier,SATS,CBT,CCMP,SBGI,UE,HI,VCEL,JOE,OMI,CLVS,ENSG,LTC,HCSG,JW.A,OSIS,COWN,SFBS,BXS,VRTS,KW,DAN,RILY,MWA,EPC,HAIN,FWRD,MED,KREF,MATX,OPK,FIX,GPI,TMHC,GHC,TTEC,HRI,ENR,COHU,SEM,AIT,STC,ILPT,ABM,MD,SSTK,CLDX,LCII,NTGR,KTB,GOLF,INOV,GPRE,MYGN,n/a,ALTR,LNN,TMP,GVMXX,CORE,HSKA,CHRS,SILK,SANM,CASH,PRGS,VBTX,TBK,CVBF,ARCB,CSGS,TBBK,MLI,BSIG,HLI,NSA,MIME,ASO,OPCH,BNL,PZZA,AMN,GBDC,ETRN,ANF,POR,QRTEA,SMTC,LKFN,BNGO,JBT,CRC,SPSC,OAS,ESGR,MUSA,MTSI,DIOD,BCPC,SGH,LESL,BCEI,NEU,VSAT,ACA,BCO,BOOT,CALX,NFG,ICUI,SWBI,ECPG,DVAX,PIPR,WGO,STEP,WMG,INT,HOPE,AWR,ROG,BCC,ONTO,ATRC,VICR,SGFY,FFBC,CYTK,WIRE,SKY,NEOG,MMSI,CCS,WOR,CUBI,CIVI,ENDP,BGFV,CWST,SUM
08/23/2021,0.91,0.96,0.76,0.79,0.79,0.74,0.65,0.72,0.69,0.75,0.78,0.64,0.58,0.77,0.55,0.64,0.64,0.65,0.68,0.56,0.64,0.75,0.69,0.62,0.54,0.65,0.42,0.51,0.56,0.61,0.56,0.62,0.57,0.46,0.61,0.6,0.24,0.51,0.34,0.52,0.48,0.52,0.52,0.5,0.45,0.42,0.45,0.56,0.48,0.51,0.45,0.43,0.46,0.47,0.52,0.43,0.41,0.48,0.45,0.37,0.38,0.44,0.41,0.38,0.4,0.35,0.47,0.47,0.45,0.3,0.43,0.35,0.32,0.4,0.33,0.39,0.43,0.39,0.37,0.42,0.33,0.43,0.37,0.37,0.42,0.39,0.35,0.34,0.38,0.26,0.35,0.36,0.33,0.3,0.32,0.35,0.31,0.29,0.31,0.3,0.36,0.0,0.25,0.41,0.28,0.31,0.25,0.29,0.35,0.33,0.31,0.37,0.3,0.38,0.29,0.33,0.31,0.29,0.39,0.24,0.28,0.28,0.29,0.34,0.29,0.25,0.31,0.28,0.24,0.25,0.26,0.27,0.22,0.25,0.2,0.26,0.28,0.25,0.24,0.27,0.29,0.23,0.31,0.2,0.23,0.26,0.22,0.28,0.0,0.24,0.26,0.25,0.22,0.29,0.2,0.0,0.23,0.22,0.0,0.2,0.22,0.23,0.22,0.22,0.2,0.0,0.21,0.21,0.0,0.21,0.22,0.2,0.23,0.22,0.24,0.24,0.21,0.19,0.23,0.22,0.21,0.2,0.0,0.2,0.24,0.0,0.19,0.21,0.21,0.19,0.2,0.21,0.0,0.0,0.0,0.19,0.21,0.21,0.21,0.2,0.2,0.22,0.2,0.0,0.19,0.19,0.22,0.19,0.19,0.22,0.2,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.06
08/24/2021,0.92,0.99,0.76,0.81,0.78,0.74,0.66,0.72,0.69,0.75,0.78,0.63,0.57,0.77,0.53,0.64,0.64,0.64,0.69,0.56,0.64,0.76,0.69,0.63,0.54,0.65,0.42,0.51,0.57,0.61,0.56,0.61,0.56,0.49,0.61,0.6,0.25,0.51,0.35,0.51,0.47,0.51,0.53,0.5,0.45,0.42,0.44,0.57,0.48,0.51,0.44,0.43,0.46,0.47,0.51,0.43,0.41,0.48,0.46,0.37,0.37,0.44,0.4,0.37,0.4,0.35,0.47,0.46,0.46,0.29,0.43,0.35,0.32,0.4,0.35,0.39,0.42,0.39,0.37,0.42,0.32,0.42,0.37,0.37,0.42,0.39,0.34,0.34,0.38,0.26,0.35,0.36,0.33,0.3,0.32,0.34,0.31,0.29,0.31,0.3,0.35,0.0,0.26,0.41,0.28,0.31,0.25,0.29,0.36,0.33,0.31,0.37,0.3,0.38,0.29,0.33,0.31,0.28,0.4,0.23,0.28,0.28,0.29,0.33,0.28,0.25,0.31,0.28,0.24,0.25,0.26,0.27,0.22,0.25,0.2,0.26,0.28,0.25,0.24,0.27,0.29,0.24,0.3,0.21,0.23,0.26,0.22,0.28,0.0,0.24,0.27,0.25,0.22,0.29,0.2,0.0,0.23,0.21,0.19,0.2,0.22,0.23,0.22,0.22,0.2,0.0,0.21,0.2,0.0,0.21,0.22,0.19,0.23,0.22,0.24,0.24,0.21,0.19,0.23,0.22,0.21,0.2,0.0,0.2,0.24,0.0,0.19,0.21,0.21,0.19,0.2,0.21,0.0,0.0,0.0,0.19,0.21,0.21,0.21,0.21,0.2,0.23,0.2,0.0,0.0,0.19,0.21,0.0,0.2,0.22,0.2,0.19,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.03
08/25/2021,0.92,0.99,0.76,0.81,0.78,0.74,0.66,0.72,0.69,0.75,0.78,0.63,0.57,0.77,0.53,0.64,0.64,0.64,0.69,0.56,0.64,0.76,0.69,0.63,0.54,0.65,0.42,0.51,0.57,0.61,0.56,0.61,0.56,0.49,0.61,0.6,0.25,0.51,0.35,0.51,0.47,0.51,0.53,0.5,0.45,0.42,0.44,0.57,0.48,0.51,0.44,0.43,0.46,0.47,0.51,0.43,0.41,0.48,0.46,0.37,0.37,0.44,0.4,0.37,0.4,0.35,0.47,0.46,0.46,0.29,0.43,0.35,0.32,0.4,0.35,0.39,0.42,0.39,0.37,0.42,0.32,0.42,0.37,0.37,0.42,0.39,0.34,0.34,0.38,0.26,0.35,0.36,0.33,0.3,0.32,0.34,0.31,0.29,0.31,0.3,0.35,0.0,0.26,0.41,0.28,0.31,0.25,0.29,0.36,0.33,0.31,0.37,0.3,0.38,0.29,0.33,0.31,0.28,0.4,0.23,0.28,0.28,0.29,0.33,0.28,0.25,0.31,0.28,0.24,0.25,0.26,0.27,0.22,0.25,0.2,0.26,0.28,0.25,0.24,0.27,0.29,0.24,0.3,0.21,0.23,0.26,0.22,0.28,0.0,0.24,0.27,0.25,0.22,0.29,0.2,0.0,0.23,0.21,0.19,0.2,0.22,0.23,0.22,0.22,0.2,0.0,0.21,0.2,0.0,0.21,0.22,0.19,0.23,0.22,0.24,0.24,0.21,0.19,0.23,0.22,0.21,0.2,0.0,0.2,0.24,0.0,0.19,0.21,0.21,0.19,0.2,0.21,0.0,0.0,0.0,0.19,0.21,0.21,0.21,0.21,0.2,0.23,0.2,0.0,0.0,0.19,0.21,0.0,0.2,0.22,0.2,0.19,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.03
08/26/2021,0.93,0.99,0.76,0.84,0.77,0.74,0.65,0.72,0.7,0.73,0.79,0.63,0.57,0.75,0.54,0.63,0.63,0.63,0.69,0.55,0.63,0.84,0.67,0.63,0.54,0.64,0.42,0.5,0.57,0.6,0.55,0.59,0.56,0.52,0.6,0.6,0.27,0.5,0.37,0.52,0.47,0.52,0.53,0.49,0.45,0.42,0.45,0.56,0.47,0.52,0.43,0.43,0.46,0.46,0.51,0.42,0.4,0.47,0.45,0.37,0.37,0.43,0.41,0.37,0.4,0.35,0.46,0.45,0.44,0.3,0.42,0.35,0.35,0.4,0.34,0.39,0.42,0.4,0.37,0.42,0.32,0.4,0.37,0.37,0.41,0.4,0.35,0.34,0.38,0.26,0.35,0.35,0.34,0.31,0.32,0.34,0.31,0.3,0.31,0.3,0.35,0.0,0.26,0.4,0.28,0.31,0.26,0.27,0.36,0.33,0.31,0.37,0.31,0.38,0.3,0.33,0.3,0.28,0.4,0.24,0.28,0.28,0.29,0.33,0.28,0.25,0.31,0.28,0.23,0.26,0.26,0.27,0.23,0.25,0.2,0.25,0.28,0.25,0.24,0.27,0.29,0.24,0.3,0.21,0.22,0.26,0.22,0.28,0.0,0.24,0.27,0.25,0.22,0.29,0.2,0.0,0.24,0.21,0.19,0.2,0.22,0.23,0.23,0.22,0.2,0.0,0.21,0.2,0.0,0.21,0.21,0.2,0.23,0.22,0.24,0.23,0.21,0.2,0.23,0.21,0.21,0.2,0.0,0.2,0.24,0.19,0.19,0.21,0.2,0.19,0.2,0.22,0.0,0.0,0.0,0.19,0.21,0.2,0.21,0.21,0.2,0.23,0.2,0.0,0.0,0.19,0.21,0.0,0.2,0.22,0.2,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.98
08/27/2021,1.03,0.87,0.84,0.84,0.82,0.73,0.72,0.71,0.7,0.69,0.69,0.65,0.65,0.65,0.64,0.64,0.64,0.62,0.62,0.61,0.6,0.6,0.59,0.59,0.58,0.57,0.57,0.56,0.56,0.55,0.55,0.54,0.54,0.53,0.52,0.51,0.51,0.51,0.5,0.5,0.49,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.47,0.46,0.45,0.45,0.44,0.44,0.43,0.43,0.43,0.43,0.42,0.42,0.42,0.42,0.42,0.41,0.4,0.4,0.4,0.4,0.39,0.39,0.39,0.38,0.38,0.38,0.38,0.38,0.38,0.37,0.37,0.37,0.36,0.36,0.36,0.36,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.34,0.33,0.33,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.0,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.88
08/30/2021,0.93,1.2,0.72,0.82,0.78,0.75,0.63,0.76,0.7,0.73,0.8,0.63,0.57,0.74,0.54,0.65,0.62,0.63,0.73,0.57,0.62,0.51,0.65,0.63,0.56,0.63,0.42,0.5,0.55,0.6,0.55,0.57,0.56,0.52,0.62,0.6,0.29,0.5,0.38,0.52,0.48,0.49,0.54,0.49,0.45,0.43,0.47,0.56,0.48,0.53,0.43,0.43,0.48,0.47,0.52,0.41,0.4,0.49,0.45,0.35,0.38,0.47,0.41,0.37,0.39,0.34,0.47,0.44,0.43,0.3,0.41,0.35,0.33,0.4,0.37,0.39,0.41,0.42,0.37,0.41,0.33,0.39,0.36,0.36,0.41,0.4,0.34,0.34,0.38,0.25,0.35,0.36,0.35,0.3,0.32,0.35,0.31,0.3,0.31,0.31,0.35,0.0,0.26,0.41,0.28,0.32,0.28,0.28,0.34,0.33,0.3,0.37,0.3,0.38,0.29,0.33,0.31,0.28,0.42,0.26,0.28,0.28,0.28,0.32,0.27,0.26,0.32,0.29,0.24,0.3,0.26,0.28,0.24,0.25,0.21,0.26,0.29,0.26,0.25,0.27,0.29,0.24,0.29,0.21,0.23,0.26,0.22,0.27,0.19,0.25,0.27,0.25,0.22,0.29,0.2,0.0,0.25,0.21,0.19,0.21,0.22,0.23,0.23,0.22,0.2,0.0,0.21,0.2,0.0,0.21,0.21,0.2,0.24,0.22,0.25,0.24,0.21,0.2,0.25,0.2,0.19,0.2,0.0,0.2,0.25,0.19,0.19,0.21,0.21,0.19,0.2,0.22,0.0,0.0,0.0,0.19,0.21,0.2,0.21,0.21,0.22,0.24,0.2,0.0,0.0,0.0,0.21,0.0,0.0,0.24,0.2,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.25
08/31/2021,0.94,1.2,0.73,0.83,0.77,0.74,0.64,0.77,0.7,0.72,0.8,0.62,0.57,0.76,0.56,0.65,0.62,0.62,0.72,0.57,0.61,0.41,0.64,0.63,0.56,0.63,0.42,0.5,0.56,0.59,0.55,0.56,0.56,0.53,0.62,0.6,0.3,0.5,0.41,0.52,0.48,0.51,0.54,0.48,0.46,0.44,0.47,0.55,0.48,0.54,0.43,0.43,0.48,0.46,0.5,0.41,0.39,0.48,0.45,0.35,0.39,0.47,0.41,0.36,0.4,0.31,0.47,0.43,0.43,0.31,0.4,0.35,0.33,0.4,0.38,0.39,0.4,0.44,0.37,0.41,0.32,0.39,0.36,0.36,0.41,0.39,0.33,0.34,0.38,0.25,0.35,0.35,0.35,0.3,0.32,0.35,0.32,0.3,0.31,0.31,0.34,0.0,0.26,0.4,0.28,0.32,0.29,0.27,0.34,0.33,0.3,0.37,0.3,0.39,0.29,0.33,0.31,0.27,0.42,0.27,0.29,0.28,0.28,0.32,0.27,0.26,0.32,0.29,0.24,0.27,0.26,0.28,0.25,0.25,0.22,0.25,0.3,0.26,0.25,0.26,0.29,0.24,0.28,0.21,0.23,0.26,0.22,0.27,0.19,0.25,0.28,0.25,0.22,0.29,0.2,0.0,0.26,0.22,0.2,0.2,0.22,0.23,0.23,0.23,0.19,0.0,0.21,0.19,0.0,0.21,0.21,0.19,0.24,0.22,0.25,0.24,0.21,0.2,0.25,0.2,0.0,0.2,0.0,0.2,0.26,0.19,0.19,0.21,0.21,0.19,0.2,0.22,0.0,0.0,0.0,0.19,0.21,0.2,0.21,0.21,0.22,0.23,0.2,0.0,0.0,0.0,0.21,0.0,0.19,0.21,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.09
09/01/2021,0.94,1.2,0.73,0.83,0.77,0.74,0.64,0.77,0.7,0.72,0.8,0.62,0.57,0.76,0.56,0.65,0.62,0.62,0.72,0.57,0.61,0.41,0.64,0.63,0.56,0.63,0.42,0.5,0.56,0.59,0.55,0.56,0.56,0.53,0.62,0.6,0.3,0.5,0.41,0.52,0.48,0.51,0.54,0.48,0.46,0.44,0.47,0.55,0.48,0.54,0.43,0.43,0.48,0.46,0.5,0.41,0.39,0.48,0.45,0.35,0.39,0.47,0.41,0.36,0.4,0.31,0.47,0.43,0.43,0.31,0.4,0.35,0.33,0.4,0.38,0.39,0.4,0.44,0.37,0.41,0.32,0.39,0.36,0.36,0.41,0.39,0.33,0.34,0.38,0.25,0.35,0.35,0.35,0.3,0.32,0.35,0.32,0.3,0.31,0.31,0.34,0.0,0.26,0.4,0.28,0.32,0.29,0.27,0.34,0.33,0.3,0.37,0.3,0.39,0.29,0.33,0.31,0.27,0.42,0.27,0.29,0.28,0.28,0.32,0.27,0.26,0.32,0.29,0.24,0.27,0.26,0.28,0.25,0.25,0.22,0.25,0.3,0.26,0.25,0.26,0.29,0.24,0.28,0.21,0.23,0.26,0.22,0.27,0.19,0.25,0.28,0.25,0.22,0.29,0.2,0.0,0.26,0.22,0.2,0.2,0.22,0.23,0.23,0.23,0.19,0.0,0.21,0.19,0.0,0.21,0.21,0.19,0.24,0.22,0.25,0.24,0.21,0.2,0.25,0.2,0.0,0.2,0.0,0.2,0.26,0.19,0.19,0.21,0.21,0.19,0.2,0.22,0.0,0.0,0.0,0.19,0.21,0.2,0.21,0.21,0.22,0.23,0.2,0.0,0.0,0.0,0.21,0.0,0.19,0.21,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.09
09/02/2021,0.94,1.2,0.73,0.83,0.77,0.74,0.64,0.77,0.7,0.72,0.8,0.62,0.57,0.76,0.56,0.65,0.62,0.62,0.72,0.57,0.61,0.41,0.64,0.63,0.56,0.63,0.42,0.5,0.56,0.59,0.55,0.56,0.56,0.53,0.62,0.6,0.3,0.5,0.41,0.52,0.48,0.51,0.54,0.48,0.46,0.44,0.47,0.55,0.48,0.54,0.43,0.43,0.48,0.46,0.5,0.41,0.39,0.48,0.45,0.35,0.39,0.47,0.41,0.36,0.4,0.31,0.47,0.43,0.43,0.31,0.4,0.35,0.33,0.4,0.38,0.39,0.4,0.44,0.37,0.41,0.32,0.39,0.36,0.36,0.41,0.39,0.33,0.34,0.38,0.25,0.35,0.35,0.35,0.3,0.32,0.35,0.32,0.3,0.31,0.31,0.34,0.0,0.26,0.4,0.28,0.32,0.29,0.27,0.34,0.33,0.3,0.37,0.3,0.39,0.29,0.33,0.31,0.27,0.42,0.27,0.29,0.28,0.28,0.32,0.27,0.26,0.32,0.29,0.24,0.27,0.26,0.28,0.25,0.25,0.22,0.25,0.3,0.26,0.25,0.26,0.29,0.24,0.28,0.21,0.23,0.26,0.22,0.27,0.19,0.25,0.28,0.25,0.22,0.29,0.2,0.0,0.26,0.22,0.2,0.2,0.22,0.23,0.23,0.23,0.19,0.0,0.21,0.19,0.0,0.21,0.21,0.19,0.24,0.22,0.25,0.24,0.21,0.2,0.25,0.2,0.0,0.2,0.0,0.2,0.26,0.19,0.19,0.21,0.21,0.19,0.2,0.22,0.0,0.0,0.0,0.19,0.21,0.2,0.21,0.21,0.22,0.23,0.2,0.0,0.0,0.0,0.21,0.0,0.19,0.21,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.09
09/03/2021,0.95,1.24,0.72,0.8,0.77,0.73,0.63,0.78,0.71,0.72,0.84,0.62,0.57,0.76,0.57,0.63,0.61,0.63,0.69,0.56,0.61,0.38,0.64,0.62,0.55,0.63,0.42,0.5,0.55,0.59,0.55,0.57,0.57,0.52,0.61,0.61,0.3,0.49,0.4,0.51,0.48,0.51,0.54,0.48,0.45,0.44,0.46,0.56,0.48,0.54,0.43,0.42,0.48,0.47,0.51,0.41,0.4,0.48,0.45,0.35,0.39,0.47,0.41,0.36,0.39,0.31,0.48,0.44,0.43,0.31,0.4,0.35,0.36,0.4,0.38,0.39,0.4,0.44,0.36,0.4,0.32,0.39,0.36,0.36,0.41,0.4,0.34,0.33,0.38,0.25,0.34,0.35,0.35,0.3,0.31,0.36,0.31,0.3,0.31,0.32,0.34,0.0,0.25,0.41,0.28,0.32,0.29,0.28,0.34,0.34,0.3,0.37,0.3,0.4,0.29,0.33,0.32,0.28,0.43,0.26,0.29,0.28,0.28,0.33,0.27,0.26,0.32,0.29,0.24,0.28,0.27,0.29,0.25,0.25,0.22,0.26,0.31,0.26,0.24,0.26,0.29,0.24,0.29,0.21,0.22,0.26,0.23,0.27,0.19,0.24,0.28,0.26,0.22,0.29,0.2,0.0,0.25,0.21,0.2,0.2,0.22,0.24,0.24,0.23,0.19,0.0,0.21,0.19,0.0,0.21,0.21,0.19,0.24,0.22,0.25,0.25,0.21,0.2,0.25,0.2,0.19,0.2,0.0,0.2,0.26,0.0,0.19,0.21,0.21,0.0,0.2,0.23,0.0,0.19,0.0,0.19,0.21,0.2,0.21,0.22,0.22,0.24,0.2,0.0,0.0,0.0,0.21,0.0,0.2,0.21,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.2
