,AMC,OVV,THC,STAG,EME,SSB,CHK,VLY,M,ADC,ESNT,CIT,NVTA,SIGI,GT,TRNO,GBCI,PDCE,UBSI,HR,XTSLA,BXMT,RDN,HASI,PNM,ROLL,BKH,POR,CHX,CAR,TGNA,SBRA,AIMC,DOC,UMBF,OGS,ARNA,NJR,APG,SWX,ARNC,REZI,HOMB,RRC,HWC,ELY,DBRG,AVNT,SR,WCC,CBU,ENS,ALE,CMC,KFY,AR,BNL,LXP,CIM,ETRN,ADNT,MAC,PACB,BKU,AGIO,PCH,NAVI,EPRT,ESGR,TRTN,UNF,HP,MUR,NWE,CNO,ORA,QTS,EQC,APLE,FHI,MTH,PPBI,TPTX,RAMP,CNNE,SAVE,PEB,CATY,EBS,GATX,ITGR,ABCB,ASB,NHI,TMHC,AUB,RXN,VRNT,FCFS,NOVA,AVA,CWT,OUT,CNX,KMT,BIPC,ABM,KBH,SMPL,BBBY,EBC,KTOS,FUL,SJI,CVET,MGEE,VCYT,ACA,MATX,UFS,HL,MAXR,MPLN,REGI,IBTX,MLHR,SFNC,SM,PBH,VSH,MTX,SITC,MDRX,FULT,CVBF,ANF,PRMW.TO,JW.A,MARA,ONB,SHO,BRC,WD,AEL,GPI,BXS,RMBS,PRG,BCRX,OPCH,AX,PDM,MOG.A,CRC,RLJ,VSTO,FLOW,MYGN,SANM,WERN,KW,TROX,ASO,RPAI,GHC,FRME,PIPR,CSTM,IBOC,WAFD,TDS,TRN,HUBG,ODP,NSIT,BBIO,ABR,TPH,FLR,BDN,COOP,EPC,B,AMWL,SCL,MANT,AMRS,COLB,THS,IIPR,HTH,WSBC,ONTO,CTRE,AIN,PFSI,SKYW,PRLB,RLGY,MGLN,WSFS,XPER,ARI,GDOT,TWNK,WOR,FBC,LILAK,XHR,TOWN,MWA,OFC,FBP,ESE,UCBI,BIG,USD,INDB,OTTR,UNIT,BHVN,FCPT,UE,GTLS,BDC,MIC,CPK,JACK,WRE,SYKE,MDC,LC,ISBC,KAR,FFBC,AMKR,SASR,AAWW,TCBI,GMS,MFA,WTS,IRT,INT,GSHD,PDCO,WLL,CXP,MSGE,UNFI,AVIR,RXNEUR,WIRE,GNW,ARCB,KRG,FMBI,CADE,MLKN,CIVI,NTCT,CWEN,ARRY,RUSHA,BJ,DDS,BCC,NPO,ROIC,ETWO,n/a,HTLF,EPAY,RNST,HCC,PSMT,FBNC,VRTV,DLX,FIBK,NMIH,PTEN,SUM
01/04/2022,0.94,0.56,0.51,0.57,0.41,0.38,0.43,0.37,0.55,0.33,0.33,0.34,0.15,0.33,0.4,0.42,0.37,0.32,0.32,0.31,0.15,0.32,0.26,0.26,0.26,0.33,0.3,0.32,0.23,0.58,0.28,0.21,0.22,0.28,0.31,0.27,0.35,0.27,0.35,0.28,0.24,0.22,0.25,0.29,0.29,0.21,0.27,0.31,0.22,0.32,0.26,0.2,0.23,0.29,0.27,0.3,0.26,0.29,0.24,0.28,0.27,0.25,0.0,0.25,0.0,0.27,0.23,0.23,0.21,0.27,0.21,0.17,0.26,0.2,0.2,0.24,0.0,0.21,0.23,0.23,0.29,0.21,0.0,0.21,0.2,0.0,0.2,0.22,0.0,0.25,0.19,0.22,0.23,0.17,0.25,0.19,0.0,0.23,0.19,0.0,0.2,0.25,0.21,0.19,0.2,0.28,0.19,0.2,0.22,0.0,0.18,0.0,0.23,0.18,0.0,0.2,0.19,0.17,0.25,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.22,0.24,0.2,0.17,0.16,0.19,0.15,0.18,0.18,0.0,0.19,0.17,0.2,0.19,0.17,0.17,0.27,0.22,0.23,0.0,0.21,0.17,0.15,0.3,0.19,0.15,0.16,0.23,0.16,0.18,0.22,0.0,0.18,0.17,0.19,0.18,0.23,0.0,0.16,0.16,0.21,0.15,0.16,0.15,0.0,0.16,0.19,0.0,0.16,0.0,0.18,0.19,0.24,0.15,0.17,0.17,0.0,0.0,0.16,0.0,0.0,0.17,0.0,0.2,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.16,0.0,0.0,0.0,0.19,0.0,0.17,0.0,0.0,0.0,0.0,0.21,0.18,0.0,0.2,0.0,0.0,0.25,0.2,0.18,0.17,0.15,0.0,0.16,0.2,0.0,0.17,0.0,0.0,0.0,0.16,0.16,0.15,0.0,0.15,0.0,0.0,0.18,0.0,0.17,0.0,0.16,0.18,0.0,0.0,0.0,0.17,0.0,0.0,0.17,0.0,0.0,0.19,0.0,0.21,0.32,0.15,0.3,0.2,0.0,0.16,0.0,0.0,0.16,0.16,0.0,0.0,0.15,0.16,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.06
01/05/2022,0.94,0.56,0.51,0.57,0.41,0.38,0.43,0.37,0.55,0.33,0.33,0.34,0.15,0.33,0.4,0.42,0.37,0.32,0.32,0.31,0.15,0.32,0.26,0.26,0.26,0.33,0.3,0.32,0.23,0.58,0.28,0.21,0.22,0.28,0.31,0.27,0.35,0.27,0.35,0.28,0.24,0.22,0.25,0.29,0.29,0.21,0.27,0.31,0.22,0.32,0.26,0.2,0.23,0.29,0.27,0.3,0.26,0.29,0.24,0.28,0.27,0.25,0.0,0.25,0.0,0.27,0.23,0.23,0.21,0.27,0.21,0.17,0.26,0.2,0.2,0.24,0.0,0.21,0.23,0.23,0.29,0.21,0.0,0.21,0.2,0.0,0.2,0.22,0.0,0.25,0.19,0.22,0.23,0.17,0.25,0.19,0.0,0.23,0.19,0.0,0.2,0.25,0.21,0.19,0.2,0.28,0.19,0.2,0.22,0.0,0.18,0.0,0.23,0.18,0.0,0.2,0.19,0.17,0.25,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.22,0.24,0.2,0.17,0.16,0.19,0.15,0.18,0.18,0.0,0.19,0.17,0.2,0.19,0.17,0.17,0.27,0.22,0.23,0.0,0.21,0.17,0.15,0.3,0.19,0.15,0.16,0.23,0.16,0.18,0.22,0.0,0.18,0.17,0.19,0.18,0.23,0.0,0.16,0.16,0.21,0.15,0.16,0.15,0.0,0.16,0.19,0.0,0.16,0.0,0.18,0.19,0.24,0.15,0.17,0.17,0.0,0.0,0.16,0.0,0.0,0.17,0.0,0.2,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.16,0.0,0.0,0.0,0.19,0.0,0.17,0.0,0.0,0.0,0.0,0.21,0.18,0.0,0.2,0.0,0.0,0.25,0.2,0.18,0.17,0.15,0.0,0.16,0.2,0.0,0.17,0.0,0.0,0.0,0.16,0.16,0.15,0.0,0.15,0.0,0.0,0.18,0.0,0.17,0.0,0.16,0.18,0.0,0.0,0.0,0.17,0.0,0.0,0.17,0.0,0.0,0.19,0.0,0.21,0.32,0.15,0.3,0.2,0.0,0.16,0.0,0.0,0.16,0.16,0.0,0.0,0.15,0.16,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.06
01/06/2022,0.91,0.58,0.5,0.55,0.41,0.39,0.44,0.38,0.57,0.32,0.33,0.0,0.16,0.32,0.4,0.41,0.37,0.34,0.33,0.31,0.17,0.33,0.26,0.26,0.26,0.33,0.3,0.32,0.24,0.56,0.28,0.21,0.22,0.27,0.32,0.27,0.35,0.26,0.35,0.28,0.24,0.22,0.25,0.29,0.3,0.21,0.27,0.31,0.22,0.32,0.26,0.21,0.23,0.29,0.28,0.3,0.26,0.29,0.24,0.28,0.27,0.25,0.0,0.25,0.0,0.26,0.23,0.24,0.21,0.27,0.21,0.18,0.27,0.2,0.21,0.24,0.0,0.21,0.24,0.24,0.28,0.21,0.0,0.22,0.2,0.0,0.2,0.22,0.16,0.24,0.19,0.23,0.24,0.17,0.24,0.19,0.0,0.23,0.18,0.0,0.2,0.25,0.21,0.19,0.2,0.29,0.18,0.19,0.22,0.0,0.19,0.0,0.22,0.18,0.0,0.2,0.19,0.17,0.25,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.22,0.25,0.2,0.17,0.16,0.19,0.15,0.19,0.18,0.0,0.19,0.17,0.2,0.19,0.17,0.17,0.26,0.22,0.22,0.0,0.21,0.17,0.15,0.3,0.2,0.16,0.16,0.24,0.16,0.18,0.22,0.0,0.18,0.17,0.19,0.19,0.23,0.0,0.17,0.16,0.21,0.15,0.16,0.15,0.0,0.16,0.18,0.0,0.16,0.0,0.18,0.19,0.24,0.16,0.17,0.17,0.15,0.0,0.16,0.0,0.0,0.17,0.0,0.19,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.19,0.0,0.17,0.0,0.0,0.0,0.0,0.21,0.19,0.0,0.24,0.0,0.0,0.25,0.19,0.18,0.17,0.15,0.0,0.0,0.19,0.0,0.16,0.0,0.0,0.0,0.15,0.17,0.15,0.0,0.15,0.0,0.15,0.18,0.0,0.17,0.0,0.16,0.17,0.0,0.0,0.0,0.18,0.0,0.0,0.17,0.0,0.0,0.19,0.0,0.19,0.32,0.15,0.3,0.2,0.0,0.16,0.0,0.0,0.16,0.15,0.0,0.0,0.15,0.16,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.06
01/07/2022,0.87,0.61,0.5,0.54,0.41,0.4,0.44,0.38,0.58,0.33,0.33,0.0,0.0,0.31,0.41,0.4,0.37,0.36,0.33,0.31,0.0,0.33,0.26,0.26,0.26,0.33,0.3,0.31,0.25,0.55,0.28,0.22,0.23,0.28,0.32,0.27,0.34,0.26,0.35,0.28,0.24,0.23,0.26,0.3,0.3,0.21,0.26,0.31,0.22,0.33,0.26,0.21,0.23,0.3,0.28,0.3,0.26,0.28,0.24,0.28,0.27,0.26,0.0,0.26,0.0,0.25,0.23,0.24,0.21,0.28,0.21,0.19,0.29,0.2,0.21,0.24,0.0,0.2,0.24,0.24,0.28,0.22,0.0,0.21,0.2,0.15,0.2,0.22,0.15,0.25,0.18,0.23,0.24,0.17,0.24,0.2,0.0,0.22,0.18,0.0,0.2,0.24,0.21,0.2,0.21,0.28,0.19,0.19,0.22,0.0,0.19,0.0,0.22,0.18,0.0,0.19,0.17,0.18,0.25,0.0,0.0,0.15,0.0,0.0,0.18,0.0,0.22,0.27,0.21,0.17,0.16,0.19,0.0,0.19,0.19,0.0,0.18,0.16,0.2,0.2,0.17,0.17,0.27,0.22,0.23,0.0,0.21,0.17,0.0,0.29,0.2,0.16,0.16,0.24,0.16,0.19,0.22,0.0,0.18,0.17,0.19,0.19,0.22,0.0,0.17,0.17,0.21,0.15,0.16,0.15,0.0,0.16,0.19,0.0,0.16,0.0,0.18,0.19,0.24,0.16,0.17,0.17,0.15,0.0,0.16,0.0,0.0,0.17,0.0,0.18,0.15,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.19,0.0,0.17,0.0,0.0,0.15,0.0,0.22,0.19,0.0,0.25,0.0,0.0,0.25,0.19,0.18,0.16,0.15,0.15,0.0,0.19,0.0,0.16,0.0,0.0,0.0,0.15,0.16,0.16,0.0,0.15,0.0,0.15,0.18,0.0,0.17,0.0,0.16,0.17,0.0,0.0,0.0,0.19,0.0,0.0,0.16,0.0,0.0,0.19,0.0,0.19,0.32,0.16,0.31,0.19,0.0,0.15,0.0,0.0,0.16,0.15,0.0,0.0,0.15,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.17
01/10/2022,0.78,0.63,0.49,0.54,0.41,0.42,0.44,0.4,0.56,0.32,0.34,0.0,0.0,0.32,0.41,0.4,0.39,0.35,0.34,0.32,0.0,0.33,0.27,0.24,0.27,0.34,0.3,0.32,0.25,0.56,0.27,0.22,0.22,0.28,0.33,0.28,0.35,0.26,0.34,0.28,0.25,0.22,0.27,0.3,0.32,0.21,0.25,0.31,0.22,0.33,0.27,0.2,0.24,0.29,0.28,0.31,0.26,0.27,0.24,0.29,0.28,0.27,0.0,0.27,0.0,0.25,0.23,0.23,0.22,0.28,0.2,0.2,0.3,0.2,0.21,0.23,0.0,0.21,0.24,0.24,0.26,0.23,0.0,0.21,0.2,0.15,0.2,0.23,0.16,0.25,0.18,0.24,0.25,0.17,0.23,0.21,0.0,0.23,0.18,0.0,0.2,0.24,0.2,0.21,0.21,0.27,0.19,0.18,0.21,0.0,0.2,0.0,0.22,0.18,0.0,0.2,0.16,0.17,0.25,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.23,0.28,0.21,0.17,0.17,0.19,0.0,0.2,0.19,0.0,0.18,0.16,0.18,0.21,0.17,0.17,0.26,0.23,0.23,0.0,0.21,0.17,0.0,0.28,0.21,0.16,0.16,0.24,0.16,0.18,0.22,0.0,0.18,0.17,0.19,0.18,0.22,0.0,0.16,0.18,0.21,0.16,0.17,0.16,0.0,0.16,0.18,0.0,0.17,0.0,0.18,0.18,0.23,0.16,0.17,0.18,0.15,0.0,0.16,0.0,0.0,0.19,0.15,0.17,0.16,0.16,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.19,0.0,0.18,0.0,0.0,0.16,0.0,0.22,0.2,0.0,0.26,0.0,0.0,0.26,0.19,0.17,0.16,0.0,0.15,0.0,0.19,0.0,0.16,0.0,0.15,0.0,0.0,0.0,0.17,0.0,0.16,0.0,0.16,0.17,0.0,0.17,0.0,0.16,0.17,0.0,0.0,0.0,0.19,0.0,0.0,0.17,0.0,0.0,0.18,0.0,0.18,0.32,0.16,0.33,0.18,0.0,0.15,0.0,0.0,0.17,0.15,0.0,0.0,0.16,0.16,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.400000000000006
01/11/2022,0.8,0.63,0.47,0.53,0.41,0.43,0.46,0.4,0.56,0.32,0.35,0.0,0.0,0.32,0.41,0.39,0.39,0.35,0.35,0.31,0.0,0.33,0.28,0.24,0.27,0.33,0.3,0.33,0.26,0.55,0.28,0.22,0.22,0.28,0.33,0.28,0.35,0.26,0.35,0.28,0.25,0.21,0.27,0.3,0.32,0.21,0.25,0.31,0.23,0.32,0.27,0.2,0.24,0.29,0.26,0.31,0.26,0.27,0.24,0.29,0.27,0.26,0.0,0.27,0.0,0.25,0.24,0.23,0.22,0.28,0.2,0.2,0.31,0.21,0.22,0.23,0.0,0.21,0.24,0.25,0.25,0.24,0.0,0.2,0.2,0.16,0.21,0.24,0.16,0.24,0.18,0.24,0.26,0.18,0.22,0.21,0.0,0.23,0.18,0.0,0.21,0.24,0.21,0.21,0.21,0.27,0.2,0.17,0.21,0.0,0.2,0.0,0.22,0.18,0.0,0.2,0.15,0.17,0.25,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.23,0.27,0.21,0.17,0.17,0.19,0.0,0.2,0.2,0.0,0.18,0.16,0.17,0.21,0.18,0.17,0.26,0.23,0.23,0.0,0.2,0.16,0.0,0.27,0.21,0.16,0.16,0.24,0.16,0.18,0.22,0.0,0.18,0.17,0.19,0.19,0.21,0.0,0.16,0.18,0.21,0.16,0.17,0.16,0.0,0.16,0.18,0.0,0.16,0.0,0.18,0.18,0.23,0.17,0.18,0.18,0.15,0.0,0.16,0.0,0.0,0.19,0.15,0.17,0.16,0.16,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.19,0.0,0.18,0.0,0.0,0.16,0.0,0.22,0.21,0.0,0.26,0.0,0.0,0.26,0.19,0.17,0.16,0.0,0.15,0.0,0.18,0.0,0.16,0.0,0.15,0.0,0.0,0.15,0.17,0.0,0.16,0.0,0.16,0.17,0.0,0.16,0.0,0.15,0.17,0.0,0.0,0.0,0.19,0.0,0.0,0.17,0.0,0.0,0.17,0.0,0.17,0.32,0.16,0.33,0.18,0.0,0.0,0.0,0.0,0.16,0.15,0.0,0.0,0.16,0.16,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.4
01/12/2022,0.8,0.63,0.47,0.53,0.41,0.43,0.46,0.4,0.56,0.32,0.35,0.0,0.0,0.32,0.41,0.39,0.39,0.35,0.35,0.31,0.0,0.33,0.28,0.24,0.27,0.33,0.3,0.33,0.26,0.55,0.28,0.22,0.22,0.28,0.33,0.28,0.35,0.26,0.35,0.28,0.25,0.21,0.27,0.3,0.32,0.21,0.25,0.31,0.23,0.32,0.27,0.2,0.24,0.29,0.26,0.31,0.26,0.27,0.24,0.29,0.27,0.26,0.0,0.27,0.0,0.25,0.24,0.23,0.22,0.28,0.2,0.2,0.31,0.21,0.22,0.23,0.0,0.21,0.24,0.25,0.25,0.24,0.0,0.2,0.2,0.16,0.21,0.24,0.16,0.24,0.18,0.24,0.26,0.18,0.22,0.21,0.0,0.23,0.18,0.0,0.21,0.24,0.21,0.21,0.21,0.27,0.2,0.17,0.21,0.0,0.2,0.0,0.22,0.18,0.0,0.2,0.15,0.17,0.25,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.23,0.27,0.21,0.17,0.17,0.19,0.0,0.2,0.2,0.0,0.18,0.16,0.17,0.21,0.18,0.17,0.26,0.23,0.23,0.0,0.2,0.16,0.0,0.27,0.21,0.16,0.16,0.24,0.16,0.18,0.22,0.0,0.18,0.17,0.19,0.19,0.21,0.0,0.16,0.18,0.21,0.16,0.17,0.16,0.0,0.16,0.18,0.0,0.16,0.0,0.18,0.18,0.23,0.17,0.18,0.18,0.15,0.0,0.16,0.0,0.0,0.19,0.15,0.17,0.16,0.16,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.19,0.0,0.18,0.0,0.0,0.16,0.0,0.22,0.21,0.0,0.26,0.0,0.0,0.26,0.19,0.17,0.16,0.0,0.15,0.0,0.18,0.0,0.16,0.0,0.15,0.0,0.0,0.15,0.17,0.0,0.16,0.0,0.16,0.17,0.0,0.16,0.0,0.15,0.17,0.0,0.0,0.0,0.19,0.0,0.0,0.17,0.0,0.0,0.17,0.0,0.17,0.32,0.16,0.33,0.18,0.0,0.0,0.0,0.0,0.16,0.15,0.0,0.0,0.16,0.16,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.4
01/13/2022,0.8,0.64,0.47,0.53,0.4,0.43,0.47,0.4,0.54,0.32,0.36,0.0,0.0,0.32,0.4,0.39,0.4,0.35,0.35,0.31,0.0,0.33,0.29,0.23,0.27,0.33,0.3,0.33,0.26,0.56,0.28,0.22,0.22,0.28,0.33,0.28,0.36,0.26,0.34,0.28,0.24,0.21,0.27,0.32,0.32,0.21,0.25,0.3,0.23,0.31,0.28,0.2,0.24,0.29,0.26,0.33,0.26,0.27,0.24,0.29,0.27,0.26,0.0,0.28,0.0,0.26,0.23,0.23,0.22,0.28,0.2,0.2,0.3,0.21,0.22,0.23,0.0,0.21,0.24,0.24,0.25,0.24,0.0,0.21,0.19,0.15,0.2,0.24,0.17,0.24,0.18,0.24,0.26,0.18,0.22,0.21,0.0,0.23,0.19,0.0,0.21,0.24,0.2,0.21,0.21,0.27,0.2,0.18,0.2,0.0,0.2,0.0,0.22,0.18,0.0,0.2,0.16,0.17,0.25,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.23,0.26,0.21,0.17,0.17,0.19,0.0,0.2,0.2,0.0,0.18,0.16,0.18,0.21,0.17,0.17,0.27,0.24,0.23,0.0,0.2,0.16,0.16,0.27,0.21,0.16,0.16,0.23,0.16,0.18,0.22,0.0,0.17,0.17,0.19,0.19,0.2,0.0,0.16,0.18,0.21,0.16,0.17,0.16,0.0,0.16,0.18,0.0,0.16,0.0,0.18,0.18,0.22,0.17,0.18,0.18,0.15,0.0,0.16,0.0,0.0,0.19,0.15,0.16,0.16,0.16,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.19,0.0,0.18,0.0,0.0,0.16,0.0,0.22,0.21,0.0,0.26,0.0,0.0,0.27,0.18,0.17,0.16,0.0,0.15,0.0,0.18,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.16,0.0,0.16,0.17,0.0,0.16,0.0,0.15,0.17,0.0,0.0,0.0,0.19,0.0,0.0,0.16,0.0,0.0,0.17,0.0,0.17,0.32,0.17,0.34,0.18,0.0,0.15,0.0,0.0,0.16,0.16,0.0,0.0,0.16,0.16,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.400000000000006
01/14/2022,0.79,0.66,0.49,0.53,0.4,0.43,0.47,0.4,0.56,0.32,0.36,0.0,0.0,0.32,0.41,0.38,0.4,0.37,0.35,0.31,0.0,0.34,0.29,0.24,0.26,0.33,0.29,0.32,0.26,0.55,0.27,0.22,0.22,0.28,0.33,0.28,0.35,0.25,0.34,0.27,0.24,0.21,0.26,0.33,0.32,0.22,0.26,0.31,0.22,0.32,0.27,0.21,0.23,0.29,0.27,0.33,0.26,0.27,0.24,0.29,0.28,0.26,0.0,0.27,0.0,0.26,0.23,0.23,0.22,0.29,0.2,0.21,0.31,0.2,0.22,0.24,0.0,0.21,0.24,0.24,0.26,0.23,0.0,0.21,0.19,0.15,0.21,0.24,0.17,0.24,0.18,0.24,0.26,0.18,0.23,0.21,0.0,0.23,0.18,0.0,0.2,0.23,0.2,0.21,0.21,0.27,0.2,0.18,0.21,0.0,0.2,0.0,0.22,0.18,0.0,0.19,0.15,0.17,0.25,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.23,0.28,0.2,0.17,0.17,0.19,0.0,0.2,0.2,0.0,0.18,0.16,0.18,0.21,0.17,0.17,0.27,0.24,0.22,0.0,0.2,0.16,0.18,0.27,0.21,0.16,0.16,0.24,0.16,0.18,0.22,0.0,0.17,0.17,0.19,0.19,0.21,0.0,0.16,0.18,0.21,0.16,0.17,0.16,0.0,0.16,0.18,0.0,0.16,0.0,0.18,0.18,0.23,0.16,0.18,0.18,0.15,0.0,0.16,0.0,0.0,0.19,0.15,0.16,0.16,0.16,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.19,0.0,0.18,0.0,0.0,0.16,0.0,0.22,0.21,0.0,0.26,0.0,0.0,0.26,0.18,0.17,0.16,0.0,0.15,0.0,0.19,0.0,0.16,0.0,0.0,0.0,0.0,0.16,0.17,0.0,0.16,0.0,0.16,0.17,0.0,0.16,0.0,0.15,0.17,0.0,0.0,0.0,0.2,0.0,0.0,0.16,0.0,0.0,0.18,0.15,0.16,0.32,0.16,0.34,0.18,0.0,0.15,0.0,0.0,0.16,0.0,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.49
01/17/2022,0.72,0.65,0.5,0.52,0.41,0.43,0.47,0.41,0.57,0.32,0.36,0.0,0.0,0.32,0.44,0.39,0.4,0.36,0.35,0.31,0.0,0.34,0.29,0.23,0.27,0.33,0.3,0.33,0.26,0.54,0.29,0.22,0.22,0.28,0.33,0.28,0.35,0.25,0.34,0.27,0.25,0.22,0.27,0.35,0.32,0.21,0.26,0.3,0.23,0.33,0.27,0.21,0.23,0.31,0.27,0.34,0.26,0.27,0.24,0.3,0.28,0.26,0.0,0.27,0.0,0.26,0.24,0.23,0.22,0.3,0.2,0.21,0.3,0.2,0.22,0.23,0.0,0.21,0.24,0.24,0.27,0.23,0.0,0.21,0.19,0.16,0.21,0.24,0.16,0.24,0.18,0.25,0.26,0.18,0.24,0.22,0.0,0.23,0.18,0.0,0.21,0.23,0.2,0.22,0.21,0.27,0.21,0.22,0.21,0.0,0.2,0.0,0.22,0.18,0.0,0.19,0.0,0.17,0.25,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.23,0.28,0.2,0.17,0.17,0.19,0.0,0.2,0.2,0.0,0.19,0.17,0.17,0.21,0.18,0.17,0.26,0.24,0.22,0.0,0.2,0.16,0.18,0.27,0.21,0.16,0.16,0.24,0.16,0.17,0.22,0.0,0.17,0.17,0.19,0.2,0.21,0.0,0.16,0.18,0.21,0.16,0.17,0.17,0.0,0.16,0.18,0.0,0.16,0.0,0.18,0.19,0.22,0.16,0.18,0.18,0.15,0.0,0.16,0.0,0.0,0.19,0.15,0.16,0.16,0.16,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.19,0.0,0.18,0.0,0.0,0.16,0.0,0.21,0.21,0.0,0.26,0.0,0.0,0.26,0.18,0.17,0.15,0.0,0.16,0.0,0.19,0.0,0.16,0.0,0.0,0.0,0.15,0.16,0.17,0.0,0.16,0.0,0.16,0.17,0.0,0.16,0.0,0.15,0.17,0.0,0.0,0.0,0.19,0.0,0.0,0.16,0.0,0.0,0.17,0.0,0.16,0.33,0.17,0.34,0.19,0.0,0.0,0.0,0.0,0.16,0.15,0.0,0.0,0.16,0.16,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.77
01/18/2022,0.71,0.69,0.51,0.52,0.4,0.44,0.48,0.41,0.55,0.32,0.36,0.0,0.0,0.32,0.45,0.38,0.39,0.37,0.35,0.31,0.0,0.34,0.29,0.22,0.27,0.33,0.29,0.32,0.28,0.54,0.29,0.22,0.22,0.28,0.33,0.28,0.35,0.25,0.33,0.27,0.25,0.23,0.27,0.35,0.32,0.2,0.26,0.3,0.23,0.33,0.27,0.21,0.23,0.31,0.27,0.34,0.25,0.27,0.23,0.31,0.28,0.26,0.0,0.27,0.0,0.25,0.23,0.23,0.22,0.3,0.2,0.22,0.32,0.21,0.22,0.23,0.0,0.21,0.24,0.24,0.27,0.24,0.0,0.2,0.18,0.15,0.21,0.24,0.17,0.24,0.19,0.25,0.26,0.18,0.23,0.22,0.0,0.23,0.18,0.0,0.21,0.22,0.2,0.22,0.21,0.28,0.21,0.22,0.21,0.0,0.2,0.0,0.22,0.18,0.0,0.19,0.0,0.17,0.24,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.23,0.3,0.2,0.17,0.17,0.19,0.0,0.21,0.2,0.0,0.18,0.17,0.17,0.21,0.17,0.17,0.26,0.24,0.22,0.0,0.2,0.16,0.17,0.26,0.21,0.16,0.16,0.24,0.17,0.17,0.22,0.0,0.17,0.17,0.19,0.19,0.2,0.0,0.16,0.18,0.2,0.16,0.17,0.17,0.0,0.16,0.18,0.0,0.16,0.0,0.18,0.18,0.22,0.16,0.19,0.19,0.15,0.0,0.16,0.0,0.0,0.19,0.15,0.16,0.16,0.16,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.19,0.0,0.18,0.0,0.0,0.16,0.0,0.21,0.22,0.0,0.26,0.0,0.0,0.26,0.18,0.17,0.15,0.0,0.15,0.0,0.19,0.0,0.16,0.0,0.0,0.0,0.15,0.16,0.17,0.0,0.16,0.0,0.16,0.16,0.0,0.16,0.0,0.15,0.17,0.0,0.0,0.0,0.2,0.0,0.0,0.16,0.0,0.0,0.17,0.0,0.15,0.33,0.17,0.34,0.19,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.16,0.16,0.0,0.16,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.73
