,NVDA,DPZ,STAA,MTD,FRPT,TDY,TWLO,APH,TDG,IDXX,ODFL,FFIN,ENTG,UNP,POOL,GNRC,INTU,EPAM,EXR,ZS,CVNA,UPWK,CROX,ZBRA,HZNP,EL,AXON,V,BURL,TRGP,RH,NET,TT,FATE,DOCU,LB,MEDP,FTNT,WAT,HD,AOS,BYD,AMAT,CRWD,TTC,CLF,UHAL,EFX,TMUS,ACN,CRL,NTRA,GOOGL,WMS,BILL,ROKU,DNLI,TPD.,GPS,MSFT,MRNA,SNA,MRVL,YETI,HUBS,KLAC,MGM,ACHC,FANG,VRT,TGT,ORCL,LRCX,THC,GGG,MAA,TPL,MRO,OXY,URI,TECH,DVN,FOXF,COTY,CARR,NDAQ,SBNY,CLR,DFS,ALGN,BX,AVY,CZR,MTZ,OMF,SIVB,TPR,ALLY,WEA.,NVCR,AGPXX,TPX,WAL,Tapestry Inc,Securities Lending - Bnym,Cash/Receivables/Payables,BBWI WI,VSCO WI,n/a,VSCO,688008.SS,BBWI,MRTX,AMT,CELH,WST,PAYC,CPRT,NKE,DHR,SGMS,MPWR,MSCI,NOW,PCTY,CAR,LSCC,DXCM,GTLS,VEEV,AMD,ADBE,INSP,MASI,WK,RGEN,AMEH,EW,SNPS,AA,OVV,ELS,COST,SWAV,SNAP,MCO,WCC,CMG,SYNA,SITE,DKS,CDW,ASAN,TMO,UPST,GME,ISRG,NEO,ETSY,CTLT,BIO,ON,KEYS,SQ,IRDM,BUWA.,DUT.,AAPL,ORLY,SHW,CDNS,TYL,RCM,SAIA,SCI,BLD,LFUS,UNH,SPGI,OLN,CTAS,BLDR,FR,AON,ARES,LPX,IIPR,PKN.,ZTS,TTEK,TER,WSC,TREX,F,PWR,KKR,ROK,CRM,PKI,SUM
08/23/2021,2.97,3.26,2.48,2.76,2.0,2.42,1.96,2.4,1.98,2.17,2.23,1.82,1.71,1.77,1.77,1.5,1.75,1.91,1.55,1.58,1.6,0.98,1.69,1.37,1.39,1.21,1.15,1.08,1.16,1.04,1.05,1.11,1.05,0.95,0.94,0.0,0.9,1.08,1.0,0.83,0.81,0.75,0.74,0.69,0.75,0.83,0.83,0.77,0.7,0.76,0.79,0.61,0.74,0.66,0.74,0.53,0.42,0.68,0.54,0.68,1.01,0.6,0.63,0.63,0.63,0.6,0.53,0.54,0.42,0.54,0.55,0.59,0.51,0.56,0.55,0.59,0.46,0.43,0.38,0.56,0.55,0.48,0.5,0.47,0.59,0.55,0.51,0.46,0.55,0.57,0.58,0.53,0.42,0.44,0.47,0.5,0.48,0.51,0.5,0.32,0.09,0.0,0.0,0.0,0.0,0.0,0.82,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.08
08/25/2021,3.11,3.18,2.31,2.72,1.99,2.42,1.94,2.39,1.99,2.15,2.24,1.84,1.7,1.76,1.77,1.52,1.75,1.93,1.55,1.58,1.58,1.01,1.71,1.38,1.4,1.21,1.17,1.07,1.15,1.05,1.07,1.12,1.04,0.74,0.93,0.0,0.9,1.08,0.99,0.84,0.81,0.75,0.73,0.7,0.75,0.82,0.83,0.77,0.7,0.76,0.79,0.63,0.75,0.67,0.75,0.54,0.42,0.0,0.55,0.69,1.03,0.61,0.63,0.64,0.64,0.59,0.54,0.56,0.41,0.54,0.57,0.59,0.5,0.58,0.55,0.59,0.0,0.43,0.38,0.56,0.55,0.48,0.52,0.47,0.59,0.55,0.52,0.46,0.55,0.57,0.59,0.53,0.44,0.44,0.47,0.5,0.48,0.51,0.0,0.32,0.09,0.68,0.5,0.0,0.0,0.0,0.83,0.0,0.46,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/26/2021,3.23,3.13,2.34,2.68,2.05,2.41,1.96,2.38,1.98,2.09,2.21,1.82,1.71,1.73,1.7,1.55,1.74,1.89,1.53,1.58,1.59,1.0,1.7,1.38,1.42,1.22,1.15,1.06,1.11,1.06,1.05,1.14,1.03,0.78,0.93,0.0,0.89,1.09,0.97,0.83,0.8,0.76,0.74,0.71,0.74,0.83,0.82,0.76,0.69,0.75,0.78,0.64,0.75,0.68,0.77,0.55,0.44,0.0,0.54,0.68,1.09,0.61,0.65,0.62,0.65,0.6,0.54,0.55,0.43,0.54,0.56,0.58,0.51,0.58,0.54,0.57,0.46,0.45,0.4,0.56,0.54,0.5,0.51,0.47,0.59,0.55,0.52,0.49,0.55,0.58,0.59,0.53,0.45,0.43,0.46,0.5,0.5,0.51,0.0,0.33,0.09,0.68,0.5,0.0,0.0,0.0,0.83,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.00000000000004
08/27/2021,3.18,3.07,2.38,2.65,2.02,2.4,1.99,2.37,1.99,2.08,2.21,1.8,1.7,1.7,1.7,1.56,1.74,1.9,1.52,1.62,1.57,1.02,1.71,1.37,1.42,1.22,1.14,1.06,1.12,1.08,1.06,1.14,1.04,0.77,0.94,0.0,0.89,1.06,0.97,0.82,0.8,0.79,0.73,0.76,0.74,0.87,0.81,0.75,0.69,0.75,0.78,0.66,0.75,0.68,0.76,0.54,0.44,0.0,0.55,0.67,1.04,0.61,0.65,0.63,0.64,0.59,0.56,0.56,0.44,0.54,0.55,0.58,0.5,0.57,0.54,0.56,0.47,0.46,0.41,0.57,0.55,0.52,0.52,0.48,0.59,0.55,0.53,0.5,0.55,0.59,0.6,0.53,0.47,0.44,0.47,0.5,0.51,0.51,0.0,0.33,0.05,0.69,0.51,0.0,0.0,0.0,0.84,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.07
08/30/2021,3.22,3.12,2.38,2.71,1.92,2.39,1.97,2.38,1.94,2.08,2.22,1.76,1.71,1.7,1.7,1.59,1.73,1.86,1.55,1.67,1.56,0.99,1.69,1.37,1.42,1.21,1.14,1.04,1.03,1.07,1.07,1.11,1.05,0.77,0.94,0.0,0.89,1.1,0.98,0.81,0.8,0.79,0.74,0.8,0.75,0.84,0.83,0.76,0.67,0.75,0.8,0.66,0.75,0.67,0.77,0.53,0.42,0.0,0.5,0.66,1.05,0.61,0.66,0.64,0.65,0.6,0.57,0.56,0.43,0.55,0.55,0.58,0.5,0.58,0.54,0.57,0.0,0.45,0.4,0.57,0.55,0.53,0.5,0.55,0.6,0.55,0.53,0.49,0.55,0.57,0.62,0.54,0.5,0.44,0.47,0.5,0.49,0.51,0.0,0.32,0.05,0.7,0.5,0.0,0.0,0.0,0.83,0.0,0.46,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/31/2021,3.25,3.08,2.45,2.68,1.94,2.38,1.98,2.37,1.95,2.03,2.21,1.78,1.74,1.67,1.68,1.6,1.74,1.85,1.54,1.68,1.47,1.02,1.7,1.37,1.39,1.21,1.13,1.03,0.98,1.09,1.05,1.11,1.03,0.77,0.94,0.0,0.88,1.1,0.96,0.8,0.8,0.81,0.75,0.8,0.73,0.84,0.83,0.76,0.66,0.74,0.78,0.66,0.76,0.67,0.98,0.53,0.44,0.0,0.5,0.65,0.99,0.6,0.63,0.63,0.66,0.61,0.58,0.56,0.45,0.54,0.54,0.57,0.52,0.58,0.53,0.56,0.0,0.46,0.42,0.58,0.55,0.55,0.51,0.55,0.6,0.54,0.54,0.5,0.55,0.57,0.62,0.53,0.51,0.44,0.48,0.5,0.49,0.51,0.0,0.32,0.05,0.7,0.51,0.0,0.0,0.0,0.82,0.0,0.47,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/01/2021,3.25,3.08,2.45,2.68,1.94,2.38,1.98,2.37,1.95,2.03,2.21,1.78,1.74,1.67,1.68,1.6,1.74,1.85,1.54,1.68,1.47,1.02,1.7,1.37,1.39,1.21,1.13,1.03,0.98,1.09,1.05,1.11,1.03,0.77,0.94,0.0,0.88,1.1,0.96,0.8,0.8,0.81,0.75,0.8,0.73,0.84,0.83,0.76,0.66,0.74,0.78,0.66,0.76,0.67,0.98,0.53,0.44,0.0,0.5,0.65,0.99,0.6,0.63,0.63,0.66,0.61,0.58,0.56,0.45,0.54,0.54,0.57,0.52,0.58,0.53,0.56,0.0,0.46,0.42,0.58,0.55,0.55,0.51,0.55,0.6,0.54,0.54,0.5,0.55,0.57,0.62,0.53,0.51,0.44,0.48,0.5,0.49,0.51,0.0,0.32,0.05,0.7,0.51,0.0,0.0,0.0,0.82,0.0,0.47,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/02/2021,3.25,3.1,2.56,2.71,1.9,2.37,2.01,2.37,1.93,2.08,2.23,1.73,1.74,1.65,1.72,1.61,1.74,1.87,1.56,1.71,1.47,1.02,1.7,1.36,1.4,1.21,1.16,1.02,0.95,1.06,1.06,1.11,1.04,0.76,0.95,0.0,0.89,1.11,0.97,0.81,0.8,0.79,0.75,0.81,0.74,0.82,0.83,0.76,0.65,0.74,0.8,0.67,0.76,0.66,0.97,0.53,0.44,0.0,0.5,0.66,0.95,0.6,0.63,0.63,0.65,0.61,0.57,0.56,0.44,0.55,0.54,0.57,0.51,0.58,0.54,0.57,0.47,0.45,0.42,0.57,0.56,0.54,0.5,0.55,0.6,0.54,0.52,0.5,0.53,0.57,0.62,0.53,0.5,0.44,0.46,0.49,0.47,0.5,0.0,0.32,0.05,0.7,0.49,0.0,0.0,0.0,0.83,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06
09/03/2021,3.23,3.12,2.65,2.66,1.93,2.41,1.96,2.38,1.96,2.05,2.21,1.75,1.75,1.65,1.74,1.6,1.75,1.87,1.58,1.72,1.43,1.04,1.66,1.37,1.4,1.21,1.1,1.02,0.95,1.06,1.04,1.09,1.03,0.78,0.93,0.0,0.89,1.1,0.98,0.81,0.8,0.79,0.74,0.8,0.73,0.81,0.82,0.78,0.65,0.75,0.8,0.67,0.76,0.65,0.95,0.53,0.44,0.0,0.5,0.66,0.98,0.6,0.63,0.62,0.64,0.61,0.57,0.57,0.45,0.54,0.54,0.57,0.51,0.58,0.54,0.57,0.45,0.45,0.43,0.57,0.55,0.53,0.51,0.57,0.59,0.55,0.53,0.52,0.53,0.57,0.63,0.53,0.5,0.43,0.47,0.49,0.46,0.51,0.0,0.32,0.05,0.69,0.5,0.0,0.0,0.0,0.81,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/06/2021,3.2,3.09,2.68,2.67,2.0,2.37,1.96,2.36,1.95,2.07,2.27,1.71,1.75,1.64,1.73,1.65,1.72,1.86,1.61,1.73,1.39,1.03,1.6,1.36,1.41,1.21,1.1,0.99,0.96,1.08,0.99,1.15,1.04,0.79,0.92,0.0,0.94,1.09,0.99,0.81,0.81,0.78,0.74,0.77,0.72,0.83,0.82,0.79,0.64,0.75,0.8,0.69,0.75,0.65,0.98,0.51,0.46,0.0,0.48,0.65,1.02,0.61,0.62,0.62,0.64,0.6,0.57,0.58,0.45,0.55,0.53,0.57,0.51,0.59,0.54,0.58,0.44,0.45,0.44,0.57,0.56,0.53,0.5,0.55,0.59,0.55,0.53,0.51,0.51,0.59,0.64,0.53,0.51,0.44,0.47,0.49,0.46,0.5,0.0,0.33,0.06,0.7,0.5,0.0,0.0,0.0,0.79,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.07
09/07/2021,3.26,3.07,2.66,2.68,1.98,2.31,2.0,2.36,1.92,2.08,2.28,1.7,1.75,1.62,1.73,1.65,1.72,1.88,1.62,1.76,1.42,1.03,1.61,1.36,1.41,1.2,1.11,0.99,0.94,1.08,1.0,1.17,1.03,0.77,0.97,0.0,0.94,1.11,0.99,0.81,0.8,0.77,0.74,0.78,0.72,0.82,0.8,0.79,0.64,0.75,0.8,0.69,0.75,0.66,1.02,0.51,0.45,0.0,0.47,0.65,1.07,0.6,0.62,0.62,0.65,0.6,0.57,0.58,0.44,0.54,0.52,0.57,0.51,0.58,0.53,0.58,0.43,0.45,0.43,0.57,0.56,0.52,0.49,0.54,0.59,0.55,0.53,0.5,0.51,0.58,0.64,0.53,0.51,0.43,0.46,0.5,0.46,0.49,0.0,0.33,0.06,0.7,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05000000000004
09/08/2021,3.26,3.07,2.66,2.68,1.98,2.31,2.0,2.36,1.92,2.08,2.28,1.7,1.75,1.62,1.73,1.65,1.72,1.88,1.62,1.76,1.42,1.03,1.61,1.36,1.41,1.2,1.11,0.99,0.94,1.08,1.0,1.17,1.03,0.77,0.97,0.0,0.94,1.11,0.99,0.81,0.8,0.77,0.74,0.78,0.72,0.82,0.8,0.79,0.64,0.75,0.8,0.69,0.75,0.66,1.02,0.51,0.45,0.0,0.47,0.65,1.07,0.6,0.62,0.62,0.65,0.6,0.57,0.58,0.44,0.54,0.52,0.57,0.51,0.58,0.53,0.58,0.43,0.45,0.43,0.57,0.56,0.52,0.49,0.54,0.59,0.55,0.53,0.5,0.51,0.58,0.64,0.53,0.51,0.43,0.46,0.5,0.46,0.49,0.0,0.33,0.06,0.7,0.49,0.0,0.0,0.0,0.78,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05000000000004
09/09/2021,3.26,3.07,2.66,2.68,1.98,2.31,2.0,2.36,1.92,2.08,2.28,1.7,1.75,1.61,1.73,1.65,1.72,1.88,1.62,1.76,1.42,1.03,1.61,1.36,1.41,1.2,1.11,0.99,0.94,1.08,1.0,1.17,1.03,0.77,0.96,0.0,0.94,1.1,0.99,0.81,0.8,0.77,0.74,0.78,0.72,0.82,0.8,0.79,0.64,0.75,0.8,0.69,0.75,0.66,1.02,0.51,0.45,0.0,0.47,0.65,1.07,0.6,0.62,0.62,0.65,0.6,0.57,0.58,0.44,0.54,0.52,0.57,0.51,0.58,0.53,0.58,0.43,0.44,0.43,0.57,0.56,0.52,0.49,0.54,0.59,0.55,0.53,0.5,0.51,0.58,0.64,0.53,0.51,0.43,0.46,0.49,0.46,0.49,0.0,0.32,0.06,0.7,0.49,0.0,0.0,0.0,0.78,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000002
09/10/2021,3.26,3.09,2.79,2.71,1.96,2.3,1.97,2.35,1.9,2.07,2.3,1.64,1.77,1.61,1.72,1.63,1.73,1.85,1.61,1.74,1.44,1.05,1.59,1.35,1.41,1.2,1.1,1.01,0.94,1.07,0.99,1.18,1.01,0.78,0.92,0.0,0.94,1.09,1.0,0.81,0.79,0.8,0.75,0.76,0.71,0.82,0.82,0.78,0.64,0.76,0.81,0.69,0.76,0.66,1.01,0.51,0.45,0.0,0.47,0.66,1.13,0.59,0.63,0.6,0.64,0.61,0.58,0.57,0.44,0.54,0.53,0.57,0.5,0.58,0.53,0.57,0.4,0.45,0.43,0.56,0.57,0.52,0.5,0.54,0.58,0.55,0.54,0.49,0.5,0.58,0.64,0.53,0.53,0.43,0.46,0.51,0.47,0.48,0.0,0.33,0.06,0.7,0.5,0.0,0.0,0.0,0.78,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03000000000004
09/13/2021,3.21,3.12,2.69,2.73,1.98,2.3,1.95,2.34,1.93,2.07,2.22,1.64,1.75,1.6,1.73,1.68,1.76,1.86,1.59,1.74,1.44,1.08,1.65,1.35,1.39,1.2,1.1,1.02,0.94,1.07,1.08,1.16,0.99,0.74,0.89,0.0,0.94,1.09,1.0,0.82,0.79,0.79,0.75,0.75,0.71,0.81,0.81,0.79,0.63,0.76,0.8,0.68,0.76,0.67,1.02,0.51,0.44,0.0,0.47,0.65,1.18,0.59,0.63,0.62,0.64,0.62,0.58,0.56,0.45,0.49,0.53,0.58,0.51,0.58,0.53,0.57,0.41,0.44,0.42,0.56,0.56,0.52,0.5,0.49,0.59,0.56,0.53,0.49,0.5,0.59,0.65,0.53,0.53,0.43,0.46,0.52,0.47,0.49,0.0,0.33,0.06,0.74,0.5,0.0,0.0,0.0,0.78,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/14/2021,3.27,3.11,2.55,2.76,2.03,2.27,1.9,2.36,1.95,2.1,2.25,1.62,1.77,1.59,1.75,1.67,1.77,1.87,1.6,1.69,1.46,1.06,1.7,1.37,1.41,1.2,1.1,1.01,0.92,1.06,1.05,1.16,1.0,0.73,0.88,0.0,0.94,1.09,1.01,0.83,0.78,0.77,0.76,0.75,0.72,0.81,0.83,0.79,0.63,0.77,0.8,0.69,0.75,0.68,0.98,0.5,0.43,0.0,0.45,0.65,1.18,0.59,0.63,0.63,0.64,0.63,0.58,0.56,0.44,0.48,0.54,0.58,0.51,0.57,0.53,0.57,0.41,0.44,0.42,0.56,0.58,0.51,0.5,0.48,0.59,0.56,0.54,0.51,0.51,0.59,0.65,0.54,0.52,0.42,0.46,0.52,0.47,0.5,0.0,0.32,0.07,0.74,0.5,0.0,0.0,0.0,0.78,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
