,700.HK,3690.HK,BIDU,2382.HK,BILI,GDS,TME,268.HK,1024.HK,601012 C1,772.HK,ATHM,YY,WB,KC,1347.HK,909.HK,000725 C2,MOMO,603501 C1,696.HK,DADA,300782 C2,002371 C2,600703 C1,002230 C2,OCFT,002027 C2,900926 CH,603986 C1,002129 C2,600588 C1,002049 C2,600570 C1,300408 C2,3396.HK,600584 C1,688008 C1,002600 C2,300316 C2,300496 C2,002414 C2,300033 C2,600183 C1,300661 C2,688002 C1,300751 C2,200725 CH,002185 C2,000066 C2,600845 C1,300223 C2,000977 C2,603019 C1,300454 C2,300253 C2,002153 C2,600392 C1,300001 C2,002156 C2,000050 C2,300724 C2,000938 C2,002008 C2,002938 C2,600536 C1,002841 C2,000021 C2,AGPXX,002463 C2,300115 C2,002065 C2,002456 C2,300458 C2,002028 C2,002056 C2,300383 C2,002212 C2,300296 C2,603160 C1,002916 C2,300376 C2,000997 C2,603000 C1,002273 C2,000062 C2,002373 C2,300212 C2,002268 C2,300017 C2,300188 C2,601231 C1,600446 C1,300166 C2,002368 C2,300085 C2,300369 C2,002635 C2,300002 C2,300113 C2,603228 C1,002195 C2,300078 C2,603927 C1,300010 C2,-China Yua,-HongKong,Cash/Receivables/Payables,n/a,700 HK,2382 HK,3690 HK,268 HK,772 HK,1024 HK,1347 HK,909 HK,696 HK,3396 HK,688111 C1,688012 C1,600460 C1,603185 C1,603290 C1,688126 C1,688188 C1,ZH,TUYA,SUM
11/11/2021,9.94,9.88,8.28,3.72,6.82,3.91,2.7,4.0,6.04,3.17,1.57,1.36,1.5,1.43,1.17,1.65,0.95,1.08,1.17,1.09,1.01,0.77,0.58,1.21,1.0,0.86,0.21,0.72,0.95,0.69,0.93,0.66,0.85,0.58,0.47,0.5,0.35,0.54,0.3,0.65,0.34,0.34,0.39,0.34,0.5,0.19,0.46,0.24,0.23,0.26,0.32,0.35,0.29,0.26,0.19,0.19,0.24,0.23,0.18,0.17,0.18,0.24,0.23,0.21,0.21,0.18,0.12,0.16,0.0,0.14,0.12,0.14,0.14,0.11,0.19,0.15,0.13,0.14,0.16,0.12,0.12,0.13,0.1,0.09,0.15,0.1,0.09,0.13,0.28,0.09,0.08,0.08,0.08,0.07,0.1,0.06,0.07,0.07,0.07,0.07,0.07,0.04,0.0,0.04,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.6,0.55,0.38,0.41,0.31,0.22,0.28,0.16,99.98
11/12/2021,9.91,9.82,8.26,3.64,6.81,3.94,2.69,4.04,5.93,3.21,1.6,1.34,1.5,1.41,1.15,1.71,0.96,1.08,1.17,1.08,0.98,0.78,0.59,1.28,1.02,0.86,0.21,0.7,0.95,0.7,0.94,0.68,0.87,0.57,0.48,0.49,0.36,0.55,0.3,0.64,0.34,0.35,0.39,0.34,0.52,0.2,0.46,0.24,0.24,0.26,0.32,0.36,0.29,0.27,0.21,0.19,0.24,0.23,0.19,0.18,0.18,0.25,0.23,0.21,0.21,0.18,0.12,0.16,0.0,0.14,0.12,0.14,0.14,0.11,0.19,0.15,0.14,0.14,0.16,0.13,0.12,0.13,0.1,0.1,0.14,0.1,0.09,0.13,0.3,0.09,0.09,0.08,0.08,0.07,0.11,0.06,0.07,0.07,0.08,0.07,0.07,0.05,0.0,0.04,0.0,0.0,0.0,0.0,-0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.62,0.54,0.38,0.41,0.32,0.22,0.27,0.16,100.06000000000002
11/15/2021,9.82,9.87,8.23,3.74,7.18,3.94,2.84,3.87,6.19,3.18,1.6,1.3,1.53,1.44,1.19,1.58,1.1,1.05,1.19,1.02,0.94,0.83,0.55,1.37,1.01,0.83,0.2,0.66,0.92,0.67,0.88,0.65,0.82,0.56,0.48,0.5,0.36,0.55,0.29,0.64,0.32,0.34,0.39,0.33,0.53,0.21,0.43,0.24,0.24,0.25,0.3,0.35,0.28,0.26,0.19,0.19,0.24,0.21,0.19,0.17,0.18,0.2,0.22,0.21,0.2,0.17,0.11,0.15,0.0,0.14,0.12,0.14,0.14,0.12,0.18,0.14,0.13,0.13,0.16,0.12,0.12,0.12,0.1,0.09,0.14,0.1,0.09,0.12,0.29,0.09,0.08,0.08,0.08,0.07,0.11,0.06,0.07,0.07,0.07,0.07,0.06,0.05,0.0,0.04,0.0,0.0,0.0,0.0,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.65,0.55,0.36,0.41,0.32,0.21,0.29,0.17,100.05
11/16/2021,9.84,9.99,8.28,3.87,7.19,3.91,2.84,3.88,6.12,3.1,1.64,1.31,1.56,1.42,1.18,1.58,1.12,1.03,1.2,1.0,0.93,0.85,0.54,1.33,1.01,0.81,0.2,0.65,0.9,0.65,0.88,0.65,0.83,0.56,0.47,0.48,0.35,0.53,0.29,0.64,0.33,0.34,0.38,0.33,0.52,0.21,0.44,0.23,0.24,0.25,0.3,0.32,0.28,0.26,0.19,0.18,0.23,0.21,0.19,0.17,0.18,0.2,0.21,0.21,0.2,0.17,0.11,0.15,0.0,0.15,0.13,0.14,0.14,0.12,0.2,0.15,0.14,0.13,0.16,0.12,0.12,0.14,0.1,0.09,0.14,0.1,0.09,0.14,0.32,0.09,0.08,0.08,0.08,0.07,0.11,0.06,0.07,0.06,0.07,0.07,0.06,0.05,0.0,0.04,0.0,0.0,0.0,0.0,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.63,0.53,0.37,0.41,0.31,0.21,0.28,0.17,100.09
11/17/2021,9.84,9.99,8.28,3.87,7.19,3.91,2.84,3.88,6.12,3.1,1.64,1.31,1.56,1.42,1.18,1.58,1.12,1.03,1.2,1.0,0.93,0.85,0.54,1.33,1.01,0.81,0.2,0.65,0.9,0.65,0.88,0.65,0.83,0.56,0.47,0.48,0.35,0.53,0.29,0.64,0.33,0.34,0.38,0.33,0.52,0.21,0.44,0.23,0.24,0.25,0.3,0.32,0.28,0.26,0.19,0.18,0.23,0.21,0.19,0.17,0.18,0.2,0.21,0.21,0.2,0.17,0.11,0.15,0.0,0.15,0.13,0.14,0.14,0.12,0.2,0.15,0.14,0.13,0.16,0.12,0.12,0.14,0.1,0.09,0.14,0.1,0.09,0.14,0.32,0.09,0.08,0.08,0.08,0.07,0.11,0.06,0.07,0.06,0.07,0.07,0.06,0.05,0.0,0.04,0.0,0.0,0.0,0.0,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.63,0.53,0.37,0.41,0.31,0.21,0.28,0.17,100.09
11/18/2021,10.03,10.04,8.23,3.95,7.16,3.75,2.71,4.1,6.09,3.04,1.67,1.31,1.55,1.36,1.19,1.64,1.08,1.03,1.2,1.01,0.92,0.85,0.55,1.26,1.02,0.81,0.2,0.68,0.92,0.68,0.85,0.65,0.79,0.57,0.48,0.48,0.35,0.53,0.3,0.59,0.33,0.35,0.38,0.34,0.51,0.21,0.42,0.23,0.24,0.25,0.3,0.33,0.27,0.26,0.18,0.18,0.23,0.21,0.19,0.17,0.18,0.2,0.22,0.2,0.2,0.16,0.11,0.15,0.0,0.15,0.13,0.14,0.15,0.12,0.21,0.15,0.13,0.13,0.16,0.12,0.12,0.14,0.1,0.09,0.15,0.1,0.09,0.13,0.31,0.09,0.08,0.08,0.08,0.07,0.11,0.06,0.07,0.07,0.07,0.07,0.06,0.05,0.0,0.04,0.0,0.0,0.0,0.0,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.63,0.53,0.34,0.39,0.31,0.21,0.29,0.16,100.05
11/19/2021,10.13,10.2,8.26,3.89,7.39,3.78,2.74,4.21,6.2,2.93,1.69,1.26,1.6,1.35,1.2,1.58,1.09,1.02,1.18,0.98,0.92,0.85,0.54,1.22,0.97,0.79,0.21,0.67,0.93,0.65,0.83,0.65,0.79,0.55,0.46,0.48,0.34,0.51,0.29,0.57,0.32,0.33,0.37,0.33,0.49,0.21,0.42,0.23,0.23,0.24,0.3,0.32,0.28,0.26,0.18,0.17,0.23,0.2,0.19,0.17,0.17,0.19,0.21,0.19,0.2,0.16,0.11,0.15,0.0,0.15,0.12,0.14,0.14,0.11,0.21,0.16,0.14,0.13,0.17,0.12,0.12,0.14,0.1,0.09,0.15,0.1,0.09,0.13,0.31,0.09,0.08,0.07,0.08,0.07,0.1,0.06,0.07,0.07,0.07,0.07,0.06,0.05,0.0,0.04,0.0,0.0,0.0,0.0,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.61,0.49,0.33,0.39,0.3,0.22,0.27,0.16,100.04
11/22/2021,10.13,10.2,8.26,3.89,7.39,3.78,2.74,4.21,6.2,2.93,1.69,1.26,1.6,1.35,1.2,1.58,1.09,1.02,1.18,0.98,0.92,0.85,0.54,1.22,0.97,0.79,0.21,0.67,0.93,0.65,0.83,0.65,0.79,0.55,0.46,0.48,0.34,0.51,0.29,0.57,0.32,0.33,0.37,0.33,0.49,0.21,0.42,0.23,0.23,0.24,0.3,0.32,0.28,0.26,0.18,0.17,0.23,0.2,0.19,0.17,0.17,0.19,0.21,0.19,0.2,0.16,0.11,0.15,0.0,0.15,0.12,0.14,0.14,0.11,0.21,0.16,0.14,0.13,0.17,0.12,0.12,0.14,0.1,0.09,0.15,0.1,0.09,0.13,0.31,0.09,0.08,0.07,0.08,0.07,0.1,0.06,0.07,0.07,0.07,0.07,0.06,0.05,0.0,0.04,0.0,0.0,0.0,0.0,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.61,0.49,0.33,0.39,0.3,0.22,0.27,0.16,100.04
11/23/2021,10.13,10.2,8.26,3.89,7.39,3.78,2.74,4.21,6.2,2.93,1.69,1.26,1.6,1.35,1.2,1.58,1.09,1.02,1.18,0.98,0.92,0.85,0.54,1.22,0.97,0.79,0.21,0.67,0.93,0.65,0.83,0.65,0.79,0.55,0.46,0.48,0.34,0.51,0.29,0.57,0.32,0.33,0.37,0.33,0.49,0.21,0.42,0.23,0.23,0.24,0.3,0.32,0.28,0.26,0.18,0.17,0.23,0.2,0.19,0.17,0.17,0.19,0.21,0.19,0.2,0.16,0.11,0.15,0.0,0.15,0.12,0.14,0.14,0.11,0.21,0.16,0.14,0.13,0.17,0.12,0.12,0.14,0.1,0.09,0.15,0.1,0.09,0.13,0.31,0.09,0.08,0.07,0.08,0.07,0.1,0.06,0.07,0.07,0.07,0.07,0.06,0.05,0.0,0.04,0.0,0.0,0.0,0.0,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.61,0.49,0.33,0.39,0.3,0.22,0.27,0.16,100.04
11/24/2021,10.56,10.16,7.73,3.9,5.88,3.66,2.57,4.2,6.19,3.16,1.72,1.26,1.73,1.35,1.13,1.72,1.07,1.06,1.19,1.04,0.94,0.87,0.57,1.25,1.02,0.83,0.18,0.68,1.04,0.67,0.9,0.65,0.81,0.55,0.5,0.5,0.36,0.54,0.31,0.59,0.37,0.37,0.39,0.36,0.5,0.22,0.43,0.24,0.25,0.26,0.31,0.32,0.3,0.27,0.19,0.2,0.27,0.22,0.2,0.18,0.18,0.22,0.23,0.22,0.22,0.16,0.11,0.16,0.0,0.17,0.13,0.14,0.15,0.12,0.24,0.17,0.14,0.14,0.17,0.13,0.13,0.15,0.11,0.1,0.16,0.1,0.09,0.14,0.33,0.1,0.08,0.08,0.08,0.08,0.11,0.06,0.08,0.07,0.07,0.07,0.07,0.05,0.0,0.04,0.0,0.0,0.0,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.64,0.52,0.37,0.41,0.31,0.23,0.25,0.14,100.06
11/25/2021,10.48,9.87,7.49,4.19,5.99,3.71,2.56,4.04,5.99,3.16,1.69,1.3,1.71,1.36,1.11,1.71,1.05,1.07,1.16,1.08,0.92,0.8,0.62,1.27,1.08,0.84,0.17,0.67,0.97,0.7,0.9,0.67,0.84,0.54,0.5,0.47,0.37,0.6,0.32,0.62,0.39,0.37,0.4,0.37,0.51,0.22,0.44,0.24,0.25,0.27,0.3,0.34,0.3,0.27,0.19,0.21,0.28,0.23,0.2,0.18,0.19,0.22,0.23,0.22,0.21,0.17,0.11,0.16,0.0,0.18,0.13,0.14,0.15,0.13,0.24,0.18,0.15,0.14,0.17,0.13,0.13,0.15,0.1,0.09,0.17,0.1,0.09,0.14,0.33,0.1,0.08,0.08,0.08,0.08,0.11,0.06,0.08,0.07,0.07,0.07,0.07,0.05,0.0,0.04,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.66,0.54,0.38,0.43,0.32,0.23,0.26,0.14,100.00999999999999
