,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,NVDA,TSLA,PG,MDT,JPM,V,HD,PYPL,MA,ISRG,KO,DIS,CVS,BAC,ADBE,ANTM,COST,XOM,ZTS,CMCSA,SYK,GILD,NFLX,CI,VZ,CRM,INTC,CSCO,UPS,NKE,CVX,T,AVGO,UNP,ACN,EW,TXN,WFC,MCD,BSX,QCOM,CAT,IDXX,MMM,NEE,DE,ORCL,LIN,MS,LOW,IQV,INTU,C,SBUX,MO,TGT,BLK,AMAT,AMT,ALGN,GS,AMD,IBM,DXCM,NOW,ALXN,BAX,AXP,EL,SCHW,CSX,CHTR,RMD,NSC,PLD,SPGI,MU,ZBH,CCI,MTD,LRCX,FDX,TMUS,BKNG,TJX,ITW,COP,FIS,MCK,PNC,ADP,CB,ETN,ATVI,DUK,TFC,GM,USB,CME,LH,ROP,EMR,WST,EQIX,MMC,WM,SHW,ICE,ADSK,APD,MCO,D,SO,CERN,ADI,COF,KMB,F,GPN,FISV,PGR,TT,JCI,WAT,AON,STE,NEM,PH,SYY,STZ,DG,ECL,CARR,TWTR,INFO,FCX,NXPI,CMI,TFX,GIS,EOG,KLAC,TDG,DGX,HOLX,TROW,EBAY,MNST,ADM,MET,PSA,OTIS,WBA,MSCI,DOW,ROST,TEL,CAH,PRU,AIG,CASH,DLR,ROK,KR,DD,APH,PCAR,FAST,SWK,SLB,EA,EXC,ABC,CTAS,AEP,SNPS,ALL,APTV,BK,MSI,CMG,SRE,XLNX,FTNT,DFS,SBAC,AME,HPQ,CPRT,PSX,MPC,TRV,SPG,YUM,VRSK,CDNS,PPG,INCY,MAR,WELL,CTSH,LUV,PAYX,EFX,HLT,RSG,n/a,ABMD,IFF,NUE,ODFL,MCHP,MRNA,CL,ORLY,KHC,XRAY,DAL,GNRC,TSN,PXD,SIVB,FRC,AZO,O,STT,ETSY,HUM,XEL,MKC,AVB,CBRE,CLX,AFL,DOV,AJG,CTVA,ANET,ANSS,AMP,AWK,DLTR,ARE,ALB,ED,BLL,DVN,CDW,CAG,AEE,BF.B,DVA,CMS,KMX,DRI,BBY,BKR,BR,CFG,AKAM,AMCR,BXP,CHRW,FANG,AVY,BBWI WI,CINF,CE,DPZ,AES,CF,CCL,CPB,LNT,ALLE,CNP,AAL,CBOE,CTXS,BRO,CTRA,ATO,AAP,BWA,ALK,CDAY,CMA,APA,AIZ,DISH,DISCK,DISCA,SUM
10/15/2021,6.05,5.99,3.89,2.09,2.23,2.09,1.4,1.4,1.8,1.6,1.28,1.34,1.03,0.99,0.82,0.82,0.9,0.98,0.85,0.86,0.87,0.75,0.71,0.0,0.71,0.72,0.65,0.67,0.65,0.75,0.53,0.58,0.74,0.57,0.62,0.48,0.54,0.56,0.49,0.54,0.51,0.57,0.53,0.47,0.52,0.5,0.47,0.38,0.38,0.41,0.37,0.42,0.34,0.43,0.41,0.39,0.41,0.35,0.39,0.39,0.36,0.4,0.31,0.33,0.31,0.34,0.36,0.35,0.35,0.34,0.41,0.34,0.0,0.3,0.3,0.33,0.31,0.26,0.24,0.28,0.23,0.27,0.28,0.2,0.23,0.21,0.24,0.21,0.2,0.18,0.28,0.21,0.22,0.27,0.19,0.24,0.23,0.23,0.21,0.22,0.16,0.21,0.22,0.23,0.22,0.2,0.2,0.17,0.2,0.23,0.19,0.21,0.22,0.19,0.19,0.16,0.16,0.16,0.16,0.18,0.16,0.24,0.2,0.21,0.17,0.12,0.17,0.14,0.15,0.18,0.16,0.18,0.17,0.12,0.13,0.2,0.17,0.13,0.14,0.16,0.13,0.17,0.14,0.13,0.12,0.13,0.17,0.14,0.13,0.13,0.13,0.14,0.11,0.13,0.15,0.16,0.13,0.14,0.13,0.16,0.13,0.12,0.0,0.12,0.11,0.11,0.13,0.0,0.11,0.12,0.13,0.0,0.12,0.0,0.11,0.0,0.13,0.0,0.13,0.14,0.13,0.11,0.12,0.0,0.13,0.12,0.11,0.14,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.1,0.11,0.0,0.12,0.0,0.12,0.11,0.0,0.0,0.12,0.0,0.11,0.11,0.0,0.12,0.11,0.0,0.25,0.12,0.0,0.0,0.0,0.0,0.85,0.29,0.11,0.11,0.0,0.0,0.0,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.87
10/18/2021,6.01,6.06,3.87,2.08,2.26,2.12,1.39,1.44,1.79,1.59,1.27,1.3,1.01,0.98,0.83,0.8,0.9,0.96,0.84,0.85,0.89,0.77,0.72,0.0,0.7,0.72,0.66,0.67,0.65,0.75,0.52,0.57,0.75,0.58,0.63,0.5,0.54,0.56,0.48,0.55,0.51,0.58,0.53,0.47,0.49,0.49,0.47,0.39,0.38,0.41,0.37,0.42,0.33,0.42,0.42,0.39,0.41,0.36,0.39,0.38,0.35,0.41,0.32,0.34,0.32,0.34,0.33,0.35,0.36,0.34,0.41,0.34,0.0,0.3,0.29,0.33,0.31,0.27,0.24,0.28,0.24,0.28,0.28,0.2,0.23,0.2,0.24,0.21,0.2,0.18,0.28,0.21,0.23,0.26,0.2,0.24,0.23,0.23,0.21,0.23,0.16,0.21,0.21,0.22,0.21,0.2,0.2,0.17,0.2,0.23,0.19,0.21,0.22,0.19,0.19,0.17,0.17,0.16,0.16,0.18,0.16,0.24,0.2,0.2,0.16,0.12,0.17,0.14,0.15,0.18,0.16,0.18,0.17,0.12,0.13,0.19,0.17,0.13,0.14,0.17,0.14,0.17,0.14,0.13,0.12,0.13,0.17,0.14,0.13,0.12,0.13,0.13,0.12,0.13,0.14,0.16,0.13,0.14,0.13,0.16,0.13,0.11,0.0,0.13,0.11,0.11,0.13,0.0,0.11,0.13,0.12,0.0,0.12,0.11,0.11,0.0,0.13,0.0,0.13,0.13,0.13,0.11,0.12,0.0,0.13,0.12,0.11,0.14,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.12,0.0,0.12,0.11,0.0,0.0,0.11,0.1,0.11,0.11,0.0,0.12,0.0,0.0,0.25,0.12,0.0,0.0,0.0,0.0,0.88,0.29,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.86000000000001
10/19/2021,6.01,6.06,3.87,2.08,2.26,2.12,1.39,1.44,1.79,1.59,1.27,1.3,1.01,0.98,0.83,0.8,0.9,0.96,0.84,0.85,0.89,0.77,0.72,0.0,0.7,0.72,0.66,0.67,0.65,0.75,0.52,0.57,0.75,0.58,0.63,0.5,0.54,0.56,0.48,0.55,0.51,0.58,0.53,0.47,0.49,0.49,0.47,0.39,0.38,0.41,0.37,0.42,0.33,0.42,0.42,0.39,0.41,0.36,0.39,0.38,0.35,0.41,0.32,0.34,0.32,0.34,0.33,0.35,0.36,0.34,0.41,0.34,0.0,0.3,0.29,0.33,0.31,0.27,0.24,0.28,0.24,0.28,0.28,0.2,0.23,0.2,0.24,0.21,0.2,0.18,0.28,0.21,0.23,0.26,0.2,0.24,0.23,0.23,0.21,0.23,0.16,0.21,0.21,0.22,0.21,0.2,0.2,0.17,0.2,0.23,0.19,0.21,0.22,0.19,0.19,0.17,0.17,0.16,0.16,0.18,0.16,0.24,0.2,0.2,0.16,0.12,0.17,0.14,0.15,0.18,0.16,0.18,0.17,0.12,0.13,0.19,0.17,0.13,0.14,0.17,0.14,0.17,0.14,0.13,0.12,0.13,0.17,0.14,0.13,0.12,0.13,0.13,0.12,0.13,0.14,0.16,0.13,0.14,0.13,0.16,0.13,0.11,0.0,0.13,0.11,0.11,0.13,0.0,0.11,0.13,0.12,0.0,0.12,0.11,0.11,0.0,0.13,0.0,0.13,0.13,0.13,0.11,0.12,0.0,0.13,0.12,0.11,0.14,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.12,0.0,0.12,0.11,0.0,0.0,0.11,0.1,0.11,0.11,0.0,0.12,0.0,0.0,0.25,0.12,0.0,0.0,0.0,0.0,0.88,0.29,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.86000000000001
10/20/2021,6.02,6.05,3.97,2.04,2.24,2.11,1.39,1.44,1.83,1.58,1.29,1.31,1.03,1.0,0.83,0.82,0.89,0.95,0.84,0.85,0.91,0.77,0.72,0.0,0.7,0.72,0.66,0.67,0.64,0.74,0.53,0.57,0.75,0.58,0.62,0.5,0.54,0.56,0.48,0.55,0.52,0.58,0.53,0.47,0.52,0.48,0.47,0.39,0.39,0.41,0.37,0.42,0.33,0.41,0.42,0.39,0.41,0.36,0.4,0.39,0.35,0.4,0.32,0.35,0.32,0.34,0.33,0.36,0.36,0.34,0.4,0.35,0.0,0.3,0.3,0.33,0.32,0.27,0.23,0.28,0.24,0.28,0.28,0.2,0.23,0.2,0.25,0.21,0.2,0.18,0.28,0.21,0.23,0.26,0.2,0.24,0.22,0.24,0.21,0.23,0.16,0.21,0.21,0.22,0.21,0.2,0.2,0.17,0.2,0.22,0.19,0.22,0.22,0.19,0.19,0.17,0.17,0.16,0.15,0.17,0.16,0.24,0.2,0.2,0.16,0.12,0.17,0.14,0.15,0.18,0.16,0.18,0.17,0.12,0.13,0.19,0.16,0.13,0.14,0.17,0.13,0.17,0.15,0.13,0.12,0.13,0.17,0.14,0.13,0.12,0.13,0.13,0.12,0.13,0.14,0.16,0.12,0.14,0.13,0.16,0.13,0.11,0.0,0.13,0.0,0.11,0.13,0.0,0.11,0.13,0.12,0.0,0.12,0.11,0.11,0.0,0.13,0.0,0.13,0.13,0.13,0.11,0.12,0.0,0.13,0.12,0.11,0.14,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.12,0.0,0.12,0.11,0.0,0.0,0.12,0.0,0.11,0.11,0.0,0.12,0.11,0.0,0.2,0.12,0.0,0.0,0.0,0.0,0.86,0.29,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.98000000000002
10/21/2021,6.07,6.09,4.0,2.1,2.26,2.12,1.38,1.46,1.88,1.55,1.22,1.31,1.03,1.01,0.84,0.82,0.89,0.94,0.82,0.84,0.9,0.78,0.71,0.0,0.7,0.72,0.64,0.66,0.62,0.75,0.52,0.57,0.75,0.58,0.62,0.5,0.54,0.56,0.47,0.55,0.52,0.58,0.52,0.47,0.53,0.48,0.46,0.39,0.38,0.41,0.37,0.42,0.33,0.42,0.42,0.39,0.42,0.36,0.41,0.38,0.36,0.4,0.33,0.34,0.32,0.33,0.33,0.37,0.37,0.33,0.4,0.35,0.0,0.29,0.3,0.33,0.32,0.27,0.23,0.28,0.24,0.28,0.28,0.2,0.23,0.2,0.25,0.21,0.2,0.18,0.27,0.21,0.22,0.26,0.2,0.23,0.22,0.24,0.2,0.23,0.15,0.2,0.22,0.22,0.21,0.2,0.2,0.17,0.2,0.23,0.19,0.21,0.21,0.19,0.19,0.17,0.17,0.16,0.15,0.17,0.15,0.24,0.2,0.2,0.16,0.12,0.17,0.14,0.15,0.18,0.16,0.18,0.17,0.12,0.13,0.19,0.16,0.13,0.14,0.17,0.14,0.17,0.15,0.13,0.12,0.13,0.17,0.14,0.13,0.12,0.13,0.13,0.12,0.13,0.14,0.16,0.12,0.14,0.13,0.15,0.13,0.11,0.0,0.13,0.0,0.11,0.13,0.0,0.11,0.13,0.12,0.0,0.12,0.0,0.11,0.0,0.13,0.0,0.13,0.13,0.13,0.11,0.12,0.0,0.13,0.12,0.11,0.14,0.11,0.11,0.12,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.13,0.0,0.12,0.11,0.0,0.0,0.11,0.0,0.11,0.11,0.0,0.12,0.11,0.0,0.24,0.12,0.0,0.0,0.0,0.11,0.88,0.28,0.12,0.11,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.06000000000002
10/22/2021,6.12,6.07,3.97,2.12,2.25,2.11,1.38,1.45,1.86,1.52,1.23,1.32,1.03,1.01,0.83,0.82,0.89,0.94,0.81,0.84,0.9,0.79,0.72,0.0,0.7,0.72,0.65,0.68,0.63,0.74,0.52,0.57,0.74,0.59,0.62,0.49,0.53,0.57,0.48,0.55,0.52,0.58,0.53,0.48,0.54,0.48,0.47,0.39,0.39,0.41,0.37,0.42,0.34,0.42,0.42,0.39,0.42,0.36,0.41,0.38,0.35,0.39,0.33,0.34,0.32,0.34,0.32,0.36,0.37,0.33,0.4,0.35,0.0,0.3,0.3,0.32,0.32,0.27,0.24,0.28,0.24,0.28,0.28,0.2,0.23,0.2,0.25,0.21,0.2,0.18,0.27,0.2,0.22,0.26,0.2,0.23,0.23,0.24,0.21,0.22,0.16,0.2,0.22,0.22,0.21,0.2,0.2,0.17,0.2,0.23,0.19,0.22,0.21,0.19,0.19,0.17,0.17,0.16,0.16,0.17,0.16,0.25,0.2,0.19,0.16,0.12,0.17,0.14,0.15,0.18,0.16,0.18,0.17,0.12,0.13,0.18,0.16,0.13,0.14,0.17,0.14,0.17,0.15,0.14,0.12,0.13,0.17,0.14,0.13,0.12,0.13,0.13,0.12,0.13,0.14,0.16,0.12,0.14,0.13,0.15,0.13,0.11,0.0,0.12,0.0,0.11,0.13,0.0,0.11,0.13,0.12,0.0,0.12,0.0,0.11,0.0,0.13,0.0,0.13,0.13,0.13,0.11,0.12,0.0,0.12,0.12,0.11,0.13,0.11,0.11,0.12,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.1,0.13,0.0,0.12,0.11,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.12,0.0,0.0,0.24,0.12,0.0,0.0,0.0,0.11,0.87,0.28,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.06
10/25/2021,6.11,6.07,3.94,2.11,2.21,2.09,1.38,1.47,1.91,1.5,1.21,1.31,1.01,1.02,0.74,0.81,0.9,0.93,0.81,0.85,0.9,0.79,0.78,0.0,0.69,0.73,0.65,0.69,0.62,0.75,0.54,0.58,0.73,0.59,0.61,0.51,0.54,0.56,0.48,0.55,0.52,0.58,0.53,0.48,0.54,0.47,0.48,0.39,0.38,0.41,0.37,0.42,0.34,0.41,0.42,0.38,0.42,0.36,0.41,0.37,0.35,0.39,0.33,0.34,0.32,0.34,0.33,0.36,0.37,0.3,0.41,0.35,0.0,0.3,0.29,0.33,0.32,0.27,0.24,0.28,0.24,0.29,0.28,0.2,0.23,0.21,0.25,0.2,0.2,0.18,0.26,0.2,0.22,0.26,0.2,0.24,0.23,0.23,0.21,0.22,0.16,0.21,0.22,0.22,0.22,0.2,0.2,0.18,0.2,0.23,0.19,0.22,0.22,0.19,0.19,0.17,0.17,0.16,0.16,0.17,0.16,0.25,0.19,0.19,0.17,0.12,0.17,0.14,0.15,0.18,0.16,0.19,0.17,0.12,0.13,0.18,0.16,0.13,0.14,0.17,0.14,0.17,0.14,0.14,0.12,0.13,0.17,0.14,0.13,0.12,0.13,0.14,0.12,0.13,0.14,0.16,0.12,0.14,0.13,0.15,0.13,0.11,0.0,0.13,0.0,0.11,0.13,0.0,0.12,0.13,0.12,0.0,0.12,0.0,0.11,0.11,0.13,0.0,0.13,0.13,0.13,0.11,0.13,0.0,0.13,0.12,0.11,0.13,0.11,0.11,0.12,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.13,0.0,0.12,0.12,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.26,0.12,0.0,0.0,0.0,0.11,0.88,0.28,0.12,0.11,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.07000000000002
10/26/2021,6.11,6.07,3.94,2.11,2.21,2.09,1.38,1.47,1.91,1.5,1.21,1.31,1.01,1.02,0.74,0.81,0.9,0.93,0.81,0.85,0.9,0.79,0.78,0.0,0.69,0.73,0.65,0.69,0.62,0.75,0.54,0.58,0.73,0.59,0.61,0.51,0.54,0.56,0.48,0.55,0.52,0.58,0.53,0.48,0.54,0.47,0.48,0.39,0.38,0.41,0.37,0.42,0.34,0.41,0.42,0.38,0.42,0.36,0.41,0.37,0.35,0.39,0.33,0.34,0.32,0.34,0.33,0.36,0.37,0.3,0.41,0.35,0.0,0.3,0.29,0.33,0.32,0.27,0.24,0.28,0.24,0.29,0.28,0.2,0.23,0.21,0.25,0.2,0.2,0.18,0.26,0.2,0.22,0.26,0.2,0.24,0.23,0.23,0.21,0.22,0.16,0.21,0.22,0.22,0.22,0.2,0.2,0.18,0.2,0.23,0.19,0.22,0.22,0.19,0.19,0.17,0.17,0.16,0.16,0.17,0.16,0.25,0.19,0.19,0.17,0.12,0.17,0.14,0.15,0.18,0.16,0.19,0.17,0.12,0.13,0.18,0.16,0.13,0.14,0.17,0.14,0.17,0.14,0.14,0.12,0.13,0.17,0.14,0.13,0.12,0.13,0.14,0.12,0.13,0.14,0.16,0.12,0.14,0.13,0.15,0.13,0.11,0.0,0.13,0.0,0.11,0.13,0.0,0.12,0.13,0.12,0.0,0.12,0.0,0.11,0.11,0.13,0.0,0.13,0.13,0.13,0.11,0.13,0.0,0.13,0.12,0.11,0.13,0.11,0.11,0.12,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.13,0.0,0.12,0.12,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.26,0.12,0.0,0.0,0.0,0.11,0.88,0.28,0.12,0.11,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.07000000000002
10/27/2021,6.08,6.05,3.83,2.01,2.15,2.03,1.39,1.47,1.94,1.52,1.23,1.33,1.01,1.02,0.73,0.81,0.9,0.94,0.8,0.86,0.91,0.8,0.78,0.0,0.7,0.73,0.65,0.69,0.63,0.77,0.55,0.57,0.74,0.52,0.61,0.52,0.55,0.57,0.47,0.55,0.54,0.59,0.54,0.48,0.54,0.47,0.48,0.39,0.38,0.41,0.36,0.43,0.34,0.42,0.42,0.38,0.42,0.36,0.42,0.37,0.35,0.39,0.33,0.34,0.32,0.35,0.32,0.36,0.38,0.3,0.41,0.35,0.0,0.3,0.31,0.34,0.32,0.28,0.24,0.29,0.25,0.29,0.28,0.2,0.23,0.21,0.25,0.21,0.2,0.18,0.26,0.2,0.22,0.26,0.2,0.24,0.24,0.24,0.21,0.22,0.16,0.21,0.22,0.22,0.22,0.2,0.2,0.18,0.2,0.23,0.2,0.22,0.22,0.19,0.19,0.18,0.17,0.16,0.16,0.17,0.16,0.25,0.19,0.2,0.17,0.12,0.17,0.14,0.15,0.18,0.16,0.19,0.17,0.12,0.13,0.18,0.16,0.14,0.14,0.17,0.13,0.17,0.14,0.14,0.12,0.13,0.17,0.14,0.13,0.12,0.13,0.14,0.12,0.14,0.14,0.16,0.12,0.14,0.13,0.15,0.14,0.11,0.0,0.12,0.11,0.11,0.13,0.0,0.12,0.13,0.12,0.0,0.12,0.0,0.11,0.11,0.13,0.0,0.13,0.14,0.13,0.11,0.13,0.0,0.13,0.12,0.11,0.13,0.11,0.0,0.12,0.0,0.0,0.0,0.0,0.12,0.0,0.11,0.0,0.13,0.0,0.12,0.12,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.12,0.0,0.0,0.26,0.12,0.0,0.0,0.0,0.11,0.85,0.28,0.12,0.11,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.01
10/28/2021,6.05,6.0,3.79,2.02,2.14,2.02,1.39,1.49,2.18,1.51,1.23,1.32,1.02,1.03,0.75,0.81,0.9,0.93,0.81,0.85,0.91,0.8,0.78,0.0,0.71,0.74,0.64,0.68,0.63,0.77,0.54,0.56,0.74,0.52,0.6,0.51,0.55,0.57,0.47,0.56,0.54,0.59,0.54,0.48,0.54,0.46,0.47,0.38,0.38,0.41,0.37,0.43,0.35,0.42,0.42,0.38,0.43,0.36,0.42,0.37,0.35,0.39,0.34,0.35,0.32,0.35,0.32,0.36,0.38,0.29,0.41,0.35,0.0,0.3,0.3,0.34,0.32,0.28,0.24,0.29,0.24,0.29,0.28,0.2,0.23,0.21,0.25,0.2,0.2,0.17,0.26,0.2,0.22,0.26,0.19,0.24,0.24,0.24,0.21,0.22,0.16,0.21,0.22,0.22,0.22,0.2,0.2,0.18,0.2,0.23,0.2,0.22,0.22,0.19,0.19,0.18,0.17,0.16,0.16,0.17,0.15,0.25,0.19,0.19,0.16,0.12,0.17,0.14,0.15,0.18,0.16,0.19,0.17,0.12,0.13,0.17,0.16,0.14,0.14,0.17,0.13,0.17,0.15,0.14,0.12,0.13,0.16,0.14,0.13,0.12,0.13,0.14,0.12,0.14,0.14,0.16,0.12,0.14,0.13,0.15,0.14,0.11,0.0,0.12,0.0,0.11,0.13,0.0,0.12,0.13,0.12,0.0,0.12,0.0,0.11,0.11,0.13,0.0,0.13,0.13,0.13,0.11,0.13,0.0,0.13,0.12,0.11,0.13,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.12,0.0,0.11,0.0,0.13,0.0,0.12,0.12,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.12,0.0,0.0,0.25,0.12,0.0,0.0,0.0,0.11,0.91,0.28,0.12,0.11,0.0,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.07000000000001
