,NVDA,AMZN,FB,MSFT,AAPL,GOOGL,BABA,TSLA,WMT,700.HK,CRM,INTC,ROG.SW,JNJ,PYPL,SQ,V,INTU,MA,TSM,IBM,MELI,LLY,BIDU,PFE,ABT,ADBE,MRNA,MDT,DIS,ABBV,7203.T,CSCO,NIO,AZN.L,QCOM,SHOP,BMY,MRK,ZM,ISRG,GE,ILMN,NKE,GS,GME,BLK,SPGI,SAN.PA,SE,SYK,SAP.DE,DLR,AMGN,ABBN.SW,GM,TMO,BNTX,6758.T,AVGO,F,GILD,TWTR,TER,NOW,REGN,ORCL,NOVN.SW,NTES,DOCU,XPEV,6594.T,DXCM,ICE,BX,CRWD,6861.T,6954.T,NFLX,ADYEN.AS,SNAP,MSCI,APTV,005380.KS,FISV,FTNT,NTLA,ATVI,DSY.PA,NEE,PTON,BSY,ADSK,JD,EA,AMD,NOK,TDOC,2020.HK,IFX.DE,PHIA.AS,UBER,KKR,PANW,MS,EQIX,SWKS,CRSP,SCHW,2318.HK,PDD,COIN,SPCE,MRVL,1024.HK,PODD,A,EW,OKTA,LULU,BILI,FIS,ROK,HZNP,MASI,QRVO,DFS,SPOT,ENR.DE,018260.KS,000270.KS,FDX,TXG,ADS.DE,D,ANET,EBAY,VRSK,CON.DE,CGNX,SSNC,BSX,LYFT,TEAM,VRTX,CERN,6503.T,EXAS,STNE,GH,DDD,ETSY,PAGS,BKNG,TECH,6506.T,7832.T,GPN,BEP.UN.TO,BB.TO,ZS,SN.L,RMD.AX,NOVT,HPQ,AGR,RUN,APO,LYV,HPE,2331.HK,OSTK,ARES,XLNX,FLT,TUYA,KEYS,TNDM,ABMD,NKLA,NXPI,DECK,XP,ZAL.DE,ZG,ZNGA,III.L,WB,EDEN.PA,AMBA,AMP,APH,TME,BYND,T.TO,BIGC,BEPC,NSY.,QGEN,PTC,IDEX,PFPT,USD,DKS,VMW,DSYA.,JNPR,HO.PA,FICO,TXT,956.HK,RMV.L,241.HK,GLW,TTWO,2208.HK,NEM.DE,GE.,HRC,EDIT,VNE,UAA,SLAB,7272.T,CYBR,TEF,CMCSA,STM.PA,TIXT.TO,AMC,MGM,ABNB,4528.T,TW,IAC,TKWY.AS,JD.L,6724.T,LVS,EEFT,AVAV,AFRM,902.HK,YY,WMG,ASGN,BRKS,MORN,EXPE,MOG.A,ATO.PA,BWA,EVD.DE,IBKR,SSYS,MARA,EVR,FSLR,SPWR,IRTC,LAZR,KRW,LI,PATH,HOOD,SPLK,TTE.PA,SYNA,INVZ,EXEL,EXTR,GHC,SRNE,SMTC,IDT,QTWO,GOEV,NDX1.DE,SUM
08/26/2021,2.17,1.97,2.02,2.12,2.07,2.08,1.57,1.82,0.52,1.17,0.78,0.94,0.71,0.75,0.63,0.67,0.64,0.3,0.62,0.57,0.62,0.66,0.57,0.54,0.69,0.59,0.5,0.54,0.54,0.58,0.47,0.54,0.52,0.35,0.49,0.44,0.34,0.46,0.48,0.18,0.44,0.51,0.38,0.39,0.46,0.42,0.44,0.41,0.42,0.41,0.38,0.36,0.21,0.39,0.45,0.39,0.34,0.43,0.35,0.35,0.34,0.36,0.2,0.39,0.31,0.36,0.32,0.0,0.33,0.26,0.3,0.38,0.32,0.35,0.35,0.28,0.35,0.34,0.5,0.37,0.29,0.3,0.33,0.3,0.37,0.29,0.18,0.28,0.31,0.35,0.21,0.28,0.33,0.27,0.3,0.27,0.25,0.2,0.25,0.31,0.32,0.26,0.27,0.23,0.0,0.22,0.24,0.19,0.25,0.0,0.26,0.29,0.0,0.26,0.21,0.24,0.25,0.25,0.22,0.22,0.19,0.22,0.23,0.2,0.23,0.0,0.25,0.19,0.27,0.0,0.18,0.23,0.0,0.23,0.23,0.19,0.21,0.23,0.23,0.22,0.22,0.22,0.18,0.2,0.34,0.17,0.21,0.22,0.17,0.21,0.0,0.2,0.18,0.21,0.2,0.2,0.17,0.22,0.0,0.0,0.18,0.18,0.19,0.0,0.26,0.25,0.0,0.18,0.18,0.0,0.17,0.17,0.0,0.0,0.2,0.0,0.16,0.17,0.16,0.0,0.17,0.0,0.0,0.15,0.15,0.17,0.18,0.0,0.16,0.16,0.18,0.16,0.0,0.0,0.17,0.0,0.19,0.18,0.16,0.0,0.0,0.16,0.24,0.16,0.16,0.0,0.16,0.0,0.0,0.17,0.18,0.0,0.19,0.0,0.0,0.18,0.16,0.0,0.0,0.16,0.0,0.17,0.0,0.16,0.0,0.0,0.41,0.26,0.25,0.21,0.19,0.18,0.16,0.0,0.16,0.16,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.84
08/27/2021,2.13,1.96,2.0,2.08,2.03,2.07,1.65,1.79,0.51,1.26,0.77,0.93,0.7,0.73,0.62,0.66,0.64,0.29,0.61,0.57,0.61,0.67,0.55,0.58,0.66,0.58,0.49,0.51,0.55,0.58,0.47,0.54,0.52,0.35,0.48,0.44,0.34,0.45,0.47,0.17,0.44,0.51,0.38,0.39,0.46,0.52,0.43,0.4,0.41,0.4,0.38,0.35,0.21,0.39,0.45,0.4,0.33,0.41,0.36,0.35,0.34,0.35,0.19,0.38,0.31,0.36,0.32,0.0,0.36,0.26,0.3,0.38,0.32,0.34,0.35,0.3,0.35,0.34,0.5,0.37,0.28,0.29,0.34,0.31,0.36,0.27,0.19,0.27,0.31,0.34,0.22,0.27,0.33,0.31,0.29,0.27,0.25,0.2,0.25,0.31,0.31,0.25,0.27,0.27,0.0,0.22,0.23,0.19,0.26,0.0,0.31,0.29,0.0,0.26,0.24,0.24,0.25,0.25,0.23,0.22,0.21,0.21,0.23,0.19,0.22,0.0,0.25,0.19,0.27,0.0,0.19,0.23,0.0,0.23,0.22,0.19,0.21,0.23,0.23,0.22,0.22,0.22,0.18,0.2,0.34,0.17,0.2,0.22,0.18,0.22,0.16,0.2,0.18,0.22,0.2,0.2,0.17,0.22,0.0,0.16,0.19,0.18,0.18,0.0,0.26,0.25,0.0,0.17,0.18,0.0,0.18,0.17,0.0,0.0,0.2,0.0,0.16,0.17,0.16,0.0,0.17,0.0,0.16,0.0,0.0,0.17,0.17,0.0,0.16,0.16,0.18,0.16,0.0,0.0,0.17,0.0,0.2,0.18,0.16,0.0,0.0,0.16,0.24,0.16,0.16,0.0,0.16,0.0,0.0,0.17,0.17,0.0,0.2,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.15,0.0,0.4,0.26,0.25,0.25,0.2,0.2,0.16,0.15,0.16,0.16,0.16,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.85000000000001
08/30/2021,2.17,1.99,2.01,2.07,2.02,2.09,1.6,1.79,0.5,1.27,0.8,0.93,0.7,0.72,0.61,0.65,0.63,0.3,0.6,0.61,0.62,0.67,0.55,0.59,0.65,0.59,0.49,0.52,0.55,0.58,0.48,0.55,0.53,0.35,0.48,0.43,0.34,0.45,0.47,0.18,0.44,0.52,0.37,0.38,0.47,0.51,0.44,0.4,0.42,0.42,0.39,0.35,0.21,0.38,0.44,0.39,0.33,0.42,0.36,0.35,0.34,0.35,0.19,0.38,0.31,0.36,0.32,0.0,0.35,0.26,0.3,0.38,0.32,0.35,0.36,0.31,0.35,0.34,0.5,0.36,0.27,0.3,0.33,0.31,0.36,0.29,0.18,0.27,0.31,0.34,0.22,0.27,0.3,0.32,0.3,0.27,0.25,0.2,0.23,0.31,0.31,0.25,0.27,0.28,0.0,0.22,0.23,0.19,0.26,0.0,0.31,0.28,0.0,0.27,0.21,0.24,0.25,0.25,0.25,0.22,0.21,0.21,0.24,0.19,0.22,0.0,0.25,0.19,0.27,0.0,0.19,0.23,0.0,0.23,0.23,0.19,0.22,0.23,0.23,0.22,0.22,0.22,0.19,0.19,0.34,0.16,0.2,0.23,0.16,0.23,0.0,0.22,0.18,0.22,0.2,0.2,0.18,0.22,0.0,0.15,0.19,0.18,0.19,0.0,0.26,0.25,0.0,0.18,0.18,0.0,0.18,0.17,0.0,0.0,0.19,0.0,0.17,0.17,0.17,0.0,0.18,0.0,0.16,0.0,0.0,0.17,0.18,0.0,0.16,0.16,0.18,0.16,0.0,0.0,0.17,0.0,0.2,0.19,0.16,0.0,0.0,0.16,0.0,0.2,0.16,0.0,0.16,0.0,0.0,0.17,0.18,0.0,0.2,0.15,0.0,0.17,0.15,0.0,0.0,0.0,0.0,0.17,0.0,0.15,0.0,0.0,0.4,0.26,0.27,0.23,0.2,0.19,0.16,0.15,0.16,0.16,0.16,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0
08/31/2021,2.21,1.99,2.04,2.06,2.02,2.11,1.54,1.8,0.5,1.24,0.79,0.94,0.7,0.72,0.62,0.66,0.63,0.3,0.6,0.6,0.61,0.67,0.54,0.58,0.64,0.58,0.49,0.49,0.55,0.58,0.47,0.55,0.52,0.34,0.48,0.44,0.34,0.44,0.46,0.17,0.43,0.53,0.37,0.38,0.47,0.51,0.45,0.4,0.41,0.41,0.39,0.35,0.21,0.38,0.44,0.4,0.33,0.4,0.35,0.36,0.35,0.35,0.19,0.4,0.32,0.35,0.32,0.0,0.36,0.26,0.3,0.38,0.32,0.35,0.37,0.32,0.35,0.33,0.5,0.37,0.28,0.3,0.33,0.3,0.36,0.29,0.18,0.27,0.31,0.34,0.2,0.28,0.3,0.31,0.3,0.28,0.25,0.2,0.22,0.32,0.31,0.25,0.27,0.28,0.0,0.22,0.23,0.19,0.26,0.0,0.3,0.29,0.0,0.26,0.21,0.23,0.25,0.25,0.25,0.22,0.2,0.21,0.23,0.19,0.22,0.0,0.26,0.19,0.27,0.0,0.19,0.23,0.0,0.23,0.22,0.19,0.22,0.23,0.23,0.23,0.22,0.22,0.18,0.2,0.34,0.16,0.2,0.23,0.17,0.23,0.15,0.21,0.19,0.22,0.2,0.19,0.17,0.22,0.0,0.16,0.2,0.18,0.19,0.0,0.26,0.25,0.0,0.18,0.18,0.0,0.18,0.17,0.0,0.0,0.2,0.0,0.17,0.17,0.17,0.0,0.18,0.0,0.16,0.0,0.0,0.17,0.18,0.0,0.16,0.17,0.18,0.16,0.0,0.0,0.17,0.0,0.19,0.19,0.16,0.0,0.0,0.16,0.0,0.2,0.0,0.0,0.16,0.0,0.0,0.17,0.17,0.0,0.2,0.15,0.0,0.17,0.15,0.0,0.0,0.15,0.0,0.17,0.0,0.16,0.0,0.0,0.4,0.26,0.26,0.23,0.21,0.19,0.16,0.15,0.16,0.0,0.16,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.88
09/01/2021,2.2,1.98,2.03,2.05,2.01,2.1,1.53,1.8,0.5,1.24,0.79,0.93,0.7,0.71,0.62,0.65,0.63,0.3,0.6,0.6,0.61,0.67,0.54,0.57,0.64,0.58,0.49,0.49,0.55,0.58,0.47,0.54,0.52,0.34,0.48,0.44,0.34,0.44,0.46,0.17,0.43,0.52,0.36,0.38,0.47,0.51,0.45,0.4,0.41,0.41,0.39,0.35,0.21,0.38,0.44,0.4,0.33,0.41,0.35,0.36,0.35,0.35,0.19,0.4,0.32,0.35,0.32,0.0,0.36,0.26,0.3,0.38,0.32,0.34,0.36,0.32,0.35,0.33,0.5,0.36,0.28,0.3,0.33,0.3,0.36,0.29,0.18,0.27,0.31,0.34,0.2,0.28,0.3,0.31,0.29,0.28,0.25,0.2,0.22,0.32,0.31,0.25,0.27,0.28,0.0,0.22,0.23,0.19,0.26,0.0,0.3,0.29,0.0,0.26,0.21,0.23,0.25,0.25,0.24,0.22,0.2,0.21,0.23,0.19,0.22,0.0,0.26,0.19,0.27,0.0,0.19,0.23,0.0,0.23,0.22,0.19,0.22,0.23,0.23,0.23,0.21,0.22,0.18,0.2,0.34,0.16,0.2,0.23,0.17,0.23,0.0,0.21,0.19,0.22,0.2,0.19,0.17,0.22,0.0,0.16,0.2,0.18,0.19,0.0,0.26,0.25,0.0,0.18,0.18,0.0,0.18,0.17,0.0,0.15,0.19,0.0,0.17,0.17,0.16,0.0,0.18,0.0,0.16,0.0,0.0,0.17,0.18,0.0,0.16,0.17,0.18,0.16,0.0,0.0,0.17,0.0,0.19,0.18,0.16,0.0,0.0,0.16,0.24,0.2,0.0,0.0,0.16,0.0,0.0,0.17,0.17,0.0,0.2,0.0,0.0,0.17,0.15,0.0,0.0,0.0,0.0,0.17,0.0,0.16,0.0,0.0,0.4,0.26,0.26,0.23,0.21,0.19,0.16,0.0,0.16,0.0,0.16,0.0,0.16,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.75
09/02/2021,2.19,2.01,2.06,2.07,2.06,2.1,1.55,1.83,0.5,1.23,0.78,0.93,0.69,0.71,0.64,0.66,0.62,0.3,0.59,0.6,0.61,0.67,0.54,0.57,0.63,0.58,0.49,0.47,0.55,0.58,0.47,0.55,0.52,0.34,0.48,0.44,0.34,0.44,0.46,0.18,0.44,0.52,0.36,0.38,0.46,0.51,0.44,0.4,0.41,0.43,0.38,0.35,0.21,0.38,0.44,0.39,0.33,0.4,0.35,0.36,0.34,0.35,0.19,0.4,0.32,0.36,0.32,0.0,0.34,0.26,0.3,0.38,0.32,0.35,0.36,0.32,0.35,0.33,0.5,0.37,0.28,0.3,0.32,0.3,0.35,0.29,0.17,0.27,0.31,0.34,0.19,0.27,0.3,0.31,0.29,0.27,0.25,0.2,0.23,0.32,0.31,0.24,0.26,0.28,0.0,0.22,0.24,0.18,0.25,0.0,0.3,0.29,0.0,0.26,0.23,0.23,0.25,0.25,0.25,0.22,0.2,0.21,0.23,0.19,0.22,0.0,0.24,0.2,0.27,0.0,0.19,0.22,0.15,0.22,0.22,0.19,0.22,0.23,0.23,0.23,0.21,0.22,0.18,0.2,0.34,0.16,0.2,0.23,0.16,0.24,0.0,0.22,0.18,0.22,0.21,0.19,0.17,0.21,0.0,0.16,0.2,0.18,0.18,0.0,0.26,0.25,0.0,0.18,0.18,0.0,0.18,0.17,0.0,0.0,0.19,0.0,0.17,0.17,0.16,0.0,0.18,0.0,0.16,0.0,0.0,0.17,0.17,0.0,0.16,0.17,0.18,0.16,0.0,0.0,0.17,0.0,0.19,0.19,0.16,0.0,0.0,0.0,0.25,0.2,0.0,0.0,0.15,0.0,0.0,0.17,0.19,0.0,0.2,0.15,0.0,0.18,0.15,0.0,0.0,0.0,0.0,0.17,0.0,0.16,0.15,0.0,0.4,0.26,0.27,0.24,0.2,0.19,0.16,0.0,0.16,0.0,0.16,0.0,0.16,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.84
09/03/2021,2.16,2.04,2.05,2.05,2.04,2.09,1.59,1.84,0.5,1.27,0.78,0.93,0.69,0.71,0.63,0.65,0.61,0.3,0.58,0.6,0.61,0.67,0.53,0.58,0.62,0.58,0.49,0.48,0.54,0.58,0.47,0.55,0.51,0.35,0.47,0.44,0.34,0.44,0.45,0.15,0.43,0.52,0.36,0.37,0.46,0.54,0.44,0.4,0.41,0.43,0.39,0.35,0.21,0.38,0.43,0.39,0.33,0.37,0.35,0.35,0.34,0.35,0.19,0.39,0.32,0.35,0.32,0.0,0.37,0.25,0.31,0.38,0.32,0.34,0.37,0.31,0.35,0.34,0.5,0.36,0.29,0.3,0.32,0.31,0.36,0.28,0.18,0.27,0.3,0.34,0.19,0.27,0.29,0.32,0.3,0.27,0.25,0.2,0.23,0.31,0.31,0.24,0.26,0.28,0.0,0.22,0.23,0.19,0.25,0.0,0.31,0.29,0.0,0.25,0.25,0.23,0.25,0.25,0.24,0.21,0.21,0.21,0.23,0.19,0.21,0.0,0.24,0.2,0.27,0.0,0.19,0.22,0.0,0.22,0.22,0.18,0.22,0.23,0.23,0.22,0.21,0.22,0.18,0.2,0.34,0.16,0.2,0.23,0.0,0.24,0.15,0.22,0.18,0.22,0.2,0.19,0.17,0.21,0.0,0.16,0.2,0.17,0.19,0.0,0.26,0.25,0.0,0.18,0.18,0.0,0.19,0.17,0.0,0.0,0.19,0.0,0.17,0.17,0.17,0.0,0.17,0.0,0.16,0.15,0.0,0.16,0.17,0.0,0.16,0.17,0.18,0.16,0.0,0.0,0.16,0.0,0.19,0.18,0.16,0.0,0.16,0.0,0.41,0.2,0.15,0.0,0.0,0.0,0.0,0.17,0.18,0.0,0.22,0.15,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.15,0.0,0.4,0.26,0.26,0.26,0.2,0.19,0.16,0.0,0.16,0.0,0.15,0.0,0.16,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.86999999999999
09/06/2021,2.14,2.01,2.01,2.02,2.05,2.05,1.62,1.82,0.49,1.3,0.77,0.91,0.68,0.71,0.62,0.64,0.6,0.29,0.57,0.6,0.6,0.68,0.53,0.6,0.63,0.58,0.48,0.5,0.54,0.58,0.43,0.54,0.51,0.35,0.48,0.43,0.34,0.43,0.45,0.0,0.44,0.52,0.36,0.37,0.46,0.52,0.44,0.4,0.41,0.43,0.39,0.34,0.21,0.38,0.43,0.38,0.33,0.36,0.36,0.35,0.33,0.35,0.19,0.39,0.32,0.35,0.32,0.0,0.36,0.25,0.3,0.38,0.32,0.35,0.37,0.3,0.35,0.35,0.52,0.36,0.28,0.3,0.31,0.3,0.35,0.28,0.19,0.27,0.31,0.34,0.19,0.28,0.27,0.32,0.29,0.27,0.25,0.2,0.23,0.32,0.32,0.25,0.26,0.28,0.0,0.22,0.23,0.19,0.25,0.0,0.32,0.3,0.0,0.25,0.26,0.23,0.25,0.25,0.25,0.21,0.22,0.2,0.23,0.19,0.21,0.0,0.23,0.21,0.28,0.0,0.19,0.22,0.16,0.22,0.22,0.18,0.22,0.23,0.22,0.22,0.21,0.22,0.18,0.2,0.33,0.16,0.2,0.24,0.0,0.24,0.16,0.21,0.18,0.22,0.21,0.2,0.18,0.21,0.0,0.0,0.2,0.18,0.18,0.0,0.26,0.25,0.0,0.18,0.18,0.0,0.18,0.16,0.0,0.0,0.19,0.0,0.17,0.17,0.17,0.0,0.16,0.0,0.16,0.15,0.0,0.16,0.17,0.0,0.16,0.21,0.18,0.16,0.0,0.0,0.17,0.0,0.19,0.18,0.16,0.0,0.0,0.0,0.42,0.2,0.0,0.0,0.0,0.0,0.0,0.17,0.19,0.0,0.23,0.0,0.0,0.21,0.0,0.0,0.16,0.17,0.0,0.16,0.0,0.16,0.0,0.0,0.4,0.26,0.27,0.25,0.2,0.19,0.16,0.15,0.16,0.16,0.16,0.15,0.16,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.78999999999999
09/07/2021,2.19,2.03,2.02,2.03,2.06,2.07,1.61,1.82,0.5,1.28,0.78,0.91,0.68,0.71,0.63,0.65,0.6,0.29,0.57,0.62,0.6,0.69,0.53,0.6,0.63,0.59,0.49,0.53,0.54,0.58,0.43,0.55,0.51,0.35,0.47,0.43,0.34,0.43,0.46,0.0,0.44,0.51,0.36,0.37,0.45,0.49,0.43,0.41,0.41,0.45,0.38,0.35,0.21,0.38,0.44,0.38,0.34,0.37,0.37,0.35,0.33,0.34,0.19,0.39,0.33,0.36,0.32,0.0,0.35,0.26,0.29,0.39,0.33,0.35,0.37,0.31,0.36,0.36,0.52,0.35,0.28,0.3,0.31,0.31,0.35,0.29,0.2,0.27,0.31,0.34,0.19,0.28,0.27,0.32,0.3,0.27,0.25,0.2,0.23,0.32,0.32,0.25,0.26,0.28,0.0,0.23,0.23,0.18,0.24,0.0,0.32,0.31,0.0,0.25,0.26,0.24,0.25,0.25,0.25,0.21,0.22,0.2,0.23,0.19,0.21,0.0,0.23,0.21,0.28,0.0,0.19,0.22,0.16,0.22,0.22,0.18,0.22,0.23,0.22,0.22,0.21,0.22,0.18,0.21,0.33,0.16,0.21,0.24,0.0,0.25,0.16,0.22,0.18,0.22,0.21,0.21,0.18,0.2,0.0,0.15,0.2,0.18,0.19,0.0,0.26,0.25,0.0,0.18,0.18,0.0,0.18,0.16,0.0,0.0,0.19,0.0,0.17,0.17,0.17,0.0,0.17,0.0,0.16,0.0,0.0,0.16,0.17,0.0,0.15,0.22,0.18,0.16,0.0,0.0,0.17,0.0,0.19,0.18,0.16,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.17,0.2,0.0,0.23,0.0,0.0,0.21,0.15,0.0,0.16,0.16,0.0,0.16,0.0,0.16,0.0,0.0,0.4,0.26,0.27,0.24,0.2,0.19,0.17,0.15,0.16,0.16,0.16,0.0,0.15,0.0,0.0,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.89
09/08/2021,2.19,2.03,2.02,2.03,2.06,2.07,1.61,1.82,0.5,1.28,0.78,0.91,0.68,0.71,0.63,0.65,0.6,0.29,0.57,0.62,0.6,0.69,0.53,0.6,0.63,0.59,0.49,0.53,0.54,0.58,0.43,0.55,0.51,0.35,0.47,0.43,0.34,0.43,0.46,0.0,0.44,0.51,0.36,0.37,0.45,0.49,0.43,0.41,0.41,0.45,0.38,0.35,0.21,0.38,0.44,0.38,0.34,0.37,0.37,0.35,0.33,0.34,0.19,0.39,0.33,0.36,0.32,0.0,0.35,0.26,0.29,0.39,0.33,0.35,0.37,0.31,0.36,0.36,0.52,0.35,0.28,0.3,0.31,0.31,0.35,0.29,0.2,0.27,0.31,0.34,0.19,0.28,0.27,0.32,0.3,0.27,0.25,0.2,0.23,0.32,0.32,0.25,0.26,0.28,0.0,0.23,0.23,0.18,0.24,0.0,0.32,0.31,0.0,0.25,0.26,0.24,0.25,0.25,0.25,0.21,0.22,0.2,0.23,0.19,0.21,0.0,0.23,0.21,0.28,0.0,0.19,0.22,0.16,0.22,0.22,0.18,0.22,0.23,0.22,0.22,0.21,0.22,0.18,0.21,0.33,0.16,0.21,0.24,0.0,0.25,0.16,0.22,0.18,0.22,0.21,0.21,0.18,0.2,0.0,0.15,0.2,0.18,0.19,0.0,0.26,0.25,0.0,0.18,0.18,0.0,0.18,0.16,0.0,0.0,0.19,0.0,0.17,0.17,0.17,0.0,0.17,0.0,0.16,0.0,0.0,0.16,0.17,0.0,0.15,0.22,0.18,0.16,0.0,0.0,0.17,0.0,0.19,0.18,0.16,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.17,0.2,0.0,0.23,0.0,0.0,0.21,0.15,0.0,0.16,0.16,0.0,0.16,0.0,0.16,0.0,0.0,0.4,0.26,0.27,0.24,0.2,0.19,0.17,0.15,0.16,0.16,0.16,0.0,0.15,0.0,0.0,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.89
09/09/2021,2.18,2.02,2.01,2.02,2.05,2.06,1.6,1.82,0.49,1.28,0.77,0.91,0.68,0.71,0.63,0.65,0.6,0.29,0.56,0.62,0.6,0.69,0.53,0.6,0.63,0.58,0.48,0.53,0.54,0.57,0.43,0.55,0.51,0.35,0.47,0.43,0.34,0.42,0.45,0.0,0.44,0.51,0.36,0.36,0.45,0.49,0.43,0.41,0.41,0.45,0.38,0.34,0.21,0.38,0.43,0.38,0.33,0.36,0.37,0.35,0.33,0.34,0.19,0.39,0.33,0.35,0.32,0.0,0.35,0.26,0.29,0.39,0.32,0.35,0.37,0.3,0.36,0.36,0.52,0.35,0.28,0.3,0.31,0.31,0.35,0.29,0.2,0.26,0.3,0.34,0.18,0.28,0.27,0.32,0.3,0.27,0.25,0.19,0.23,0.32,0.32,0.25,0.26,0.28,0.0,0.23,0.23,0.18,0.24,0.0,0.32,0.31,0.0,0.25,0.26,0.23,0.25,0.25,0.25,0.2,0.22,0.2,0.23,0.19,0.21,0.0,0.23,0.21,0.28,0.0,0.19,0.22,0.16,0.22,0.22,0.18,0.22,0.23,0.22,0.22,0.2,0.22,0.18,0.21,0.33,0.16,0.21,0.24,0.0,0.24,0.16,0.22,0.18,0.22,0.21,0.2,0.18,0.2,0.0,0.15,0.2,0.17,0.18,0.0,0.26,0.25,0.0,0.18,0.18,0.0,0.18,0.16,0.0,0.0,0.19,0.0,0.17,0.17,0.17,0.0,0.17,0.0,0.16,0.0,0.0,0.16,0.17,0.0,0.15,0.22,0.18,0.16,0.0,0.0,0.17,0.0,0.19,0.18,0.16,0.0,0.0,0.0,0.42,0.2,0.0,0.0,0.0,0.0,0.0,0.17,0.2,0.0,0.23,0.0,0.0,0.21,0.15,0.0,0.0,0.16,0.0,0.16,0.0,0.16,0.15,0.0,0.4,0.26,0.27,0.24,0.2,0.19,0.17,0.0,0.16,0.16,0.16,0.0,0.0,0.15,0.0,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.81
